delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,customer_id,service_type,order_created_at,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475033,ontime,14.2,2,0,4.02,13.01,614.0079172166667,12,720,0,0,C0257,business,2025-01-08 04:24:00,north,west,low,54.09,phone,0,34,west,consumer,2025-04-30 08:51:00,55.0,93.1,app,active,airport,contract,1,,4.36,morning,1,ev,south,2025-04-23 19:27:00,67.6,116877,scheduled,v2.1,1,West Gate,west,dispatch,69
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,delayed,13.6,1,0,3.72,16.0,967.3002645166667,12,720,1,0,C0150,retail,2024-08-14 08:33:00,north,riverside,medium,293.65,api,0,58,north,consumer,2025-06-08 06:44:00,88.8,60.9,app,active,riverside,fulltime,11,73.4,3.82,flexible,0,cargovan,north,2025-10-07 22:40:00,50.7,129032,inrepair,v2.1,1,Airport Hub,airport,dispatch,71
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2025-11-07 02:10:49.323911,failed,38.25,1,0,3.34,21.21,614.8220651833333,4,240,1,1,C0158,parcel,2025-11-06 13:03:00,airport,east,medium,145.59,web,0,57,riverside,consumer,2025-11-18 07:27:00,73.7,70.5,web,active,south,fulltime,9,86.7,4.26,night,0,cargovan,north,2025-10-24 17:32:00,62.6,39859,inrepair,v2.0,1,Airport Hub,airport,dispatch,71
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,2024-12-31 04:43:09.844483,ontime,10.78,0,0,5.0,15.96,615.1640747166667,12,720,0,0,C0070,medical,2024-12-30 17:20:00,south,east,medium,49.72,app,0,51,west,consumer,2024-03-04 06:04:00,77.1,75.9,app,active,central,parttime,6,69.5,3.98,morning,1,cargovan,riverside,2024-12-23 06:28:00,47.6,53872,inrepair,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2024-05-26 08:01:37.790962,delayed,4.26,2,0,1.93,17.11,550.6298493666667,4,240,1,0,C0229,medical,2024-05-25 22:14:00,north,north,low,66.42,app,0,52,central,consumer,2025-05-31 00:05:00,23.4,73.7,web,active,north,contract,10,65.6,4.4,flexible,1,diesel,airport,2025-01-31 06:29:00,54.6,141290,inrepair,v1.9,1,Riverside Hub,riverside,warehouse,66
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2024-06-15 20:11:53.741981,ontime,14.39,1,0,4.52,10.27,1418.8956996833333,24,1440,0,0,C0212,retail,2024-06-14 19:25:00,central,west,low,53.15,phone,0,27,riverside,consumer,2024-05-23 12:22:00,70.7,100.0,web,dormant,north,contract,10,82.7,3.48,night,1,ev,airport,2025-12-01 18:20:00,100.0,117995,active,v2.2,0,West Gate,west,dispatch,69
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,2024-07-22 17:48:27.423191,ontime,6.55,0,0,4.87,10.1,1332.4570531833333,24,1440,0,0,C0635,passenger,2024-07-21 18:29:00,south,riverside,medium,169.63,api,0,68,riverside,enterprise,2025-08-27 11:12:00,73.9,76.1,web,active,riverside,parttime,8,71.4,3.35,evening,1,ev,south,2025-04-23 19:27:00,67.6,116877,scheduled,v2.1,1,East Dock,east,warehouse,74
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,2024-11-16 03:42:19.846988,ontime,16.57,1,0,4.28,17.58,192.3307831333333,4,240,0,0,C0236,medical,2024-11-15 23:55:00,central,riverside,high,142.54,web,0,25,central,sme,2025-09-02 12:48:00,57.0,84.9,app,active,south,fulltime,7,64.6,4.7,morning,1,diesel,south,2025-08-06 20:40:00,60.3,126438,active,v2.2,1,North Exchange,north,dispatch,82
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,2024-02-25 21:51:52.790634,ontime,20.51,0,0,4.05,12.98,1220.8798439,24,1440,0,0,C0351,parcel,2024-02-24 23:29:00,west,riverside,medium,66.39,app,0,66,central,enterprise,2024-02-10 00:50:00,48.6,49.9,app,active,airport,fulltime,6,81.9,4.31,evening,1,diesel,south,2025-08-06 20:40:00,60.3,126438,active,v2.2,1,Central Core,central,control,88
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,ontime,11.09,0,0,4.04,5.77,331.27947005,6,360,0,0,C0545,passenger,2024-12-31 10:00:00,riverside,south,low,83.23,app,0,18,south,consumer,2024-07-05 12:10:00,66.9,72.4,app,active,west,fulltime,12,74.6,4.45,evening,1,cargovan,east,2024-06-23 11:24:00,60.1,31876,active,v2.0,1,Midtown Relay,central,charging,63
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669312,ontime,7.06,1,0,5.0,13.65,1411.2778218666667,24,1440,0,0,C0289,passenger,2025-08-22 17:24:00,east,south,high,260.0,web,0,19,north,sme,2024-06-11 00:31:00,75.8,77.3,app,active,north,contract,10,82.7,3.48,night,1,ev,ctr,2025-02-15 14:49:00,93.7,134347,scheduled,v2.2,0,South Link,south,dispatch,78
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,2024-07-20 17:43:30.442864,delayed,15.28,0,1,3.02,15.91,478.50738106666665,2,120,1,0,C0096,retail,2024-07-20 08:12:00,south,west,medium,68.11,app,0,73,west,consumer,2024-07-18 07:52:00,31.8,58.2,unknown,active,south,fulltime,10,71.4,4.99,evening,1,cargovan,north,2024-12-25 17:15:00,87.9,96239,active,v2.0,0,Airport Hub,airport,dispatch,71
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,ontime,6.39,0,0,4.03,7.45,115.46375461666666,4,240,0,0,C0235,retail,2024-08-27 15:42:00,west,west,medium,25.58,app,1,35,airport,enterprise,2024-06-07 21:57:00,43.7,60.0,phone,active,east,fulltime,15,88.2,4.24,evening,1,hybrid,ctr,2025-11-15 00:12:00,57.3,176145,active,v2.0,1,East Dock,east,warehouse,74
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,2024-02-11 06:46:03.568269,failed,14.27,0,0,3.89,16.33,886.05947115,1,60,1,1,C0597,medical,2024-02-10 14:30:00,riverside,north,medium,27.55,app,0,74,north,consumer,2024-11-12 02:19:00,57.2,64.3,phone,active,north,fulltime,3,69.7,4.14,morning,1,cargovan,north,2025-09-14 07:20:00,78.0,134360,active,v2.1,0,Airport Hub,airport,dispatch,71
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,ontime,11.34,0,0,4.06,10.82,244.07553743333335,6,360,0,0,C0316,medical,2024-07-09 22:55:00,south,north,low,48.38,phone,0,32,north,consumer,2025-10-30 08:25:00,66.7,59.5,app,active,central,contract,14,68.1,3.94,morning,1,ev,north,2024-12-28 23:48:00,71.8,56928,active,v2.2,0,Central Core,central,control,88
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,ontime,5.12,1,0,4.24,9.16,86.37723156666667,2,120,0,0,C0259,passenger,2024-09-30 04:52:00,north,south,medium,70.71,web,0,43,central,consumer,2024-07-29 07:47:00,78.3,42.2,app,dormant,east,parttime,9,69.7,4.1,evening,1,ev,airport,2024-09-19 18:57:00,78.6,55241,inrepair,v2.2,1,Midtown Relay,central,charging,63
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,ontime,11.34,1,0,4.09,12.33,292.11553914999996,6,360,0,0,C0534,passenger,2024-12-29 11:34:00,south,airport,high,96.98,phone,1,58,west,consumer,2024-05-14 15:18:00,61.2,33.4,app,active,west,fulltime,5,83.3,3.8,morning,1,cargovan,riverside,2024-12-23 06:28:00,47.6,53872,inrepair,v2.1,1,Central Core,central,control,88
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920416,delayed,28.05,3,0,3.35,18.76,638.2320069333333,6,360,1,0,C0167,parcel,2025-07-02 00:04:00,airport,east,low,142.89,app,1,72,ctr,consumer,2025-12-24 13:32:00,52.5,62.0,app,active,airport,fulltime,4,67.0,4.35,evening,1,cargovan,north,2024-01-11 00:03:00,74.1,102207,active,v1.9,0,Airport Hub,airport,dispatch,71
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,delayed,8.17,1,0,3.16,14.91,429.62393038333335,4,240,1,0,C0361,passenger,2025-01-22 11:45:00,central,riverside,low,65.05,app,0,65,south,consumer,2024-01-11 17:19:00,59.6,49.3,web,active,riverside,contract,2,82.0,3.71,morning,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,North Exchange,north,dispatch,82
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,2024-01-27 12:53:16.844122,delayed,15.88,1,0,3.54,14.05,1348.2807353666665,12,720,1,0,C0456,business,2024-01-26 12:53:00,south,west,low,77.37,app,0,25,central,sme,2025-08-20 06:59:00,64.2,79.9,phone,active,west,fulltime,11,71.3,4.27,morning,1,cargovan,central,2025-03-16 12:29:00,81.6,68032,active,v2.1,0,South Link,south,dispatch,78
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,2024-05-27 03:52:09.653128,delayed,15.09,2,0,3.74,8.22,401.1608854666667,1,60,1,0,C0564,parcel,2024-05-26 19:24:00,central,north,high,86.63,app,0,64,east,consumer,2024-08-14 04:18:00,48.6,72.0,web,active,airport,fulltime,11,96.5,5.0,evening,1,cargovan,central,2025-03-04 19:16:00,69.2,119136,scheduled,v2.0,1,South Link,south,dispatch,78
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2024-10-05 01:21:38.291899,delayed,16.86,1,0,1.0,19.95,336.63819831666666,2,120,1,0,C0345,business,2024-10-04 17:41:00,ctr,north,high,41.27,app,1,18,north,consumer,2025-06-24 14:28:00,93.5,56.9,web,active,north,parttime,3,76.9,3.72,morning,1,cargovan,east,2025-08-21 07:26:00,85.1,193315,inrepair,v2.0,1,Airport Hub,airport,dispatch,71
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,2024-09-04 16:41:43.922337,ontime,21.6,0,0,3.32,17.16,1276.7320389499998,24,1440,0,0,C0239,retail,2024-09-03 18:28:00,east,north,medium,139.65,web,0,65,central,sme,2025-09-25 20:09:00,80.0,51.7,app,suspended,airport,fulltime,8,67.8,3.54,morning,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,West Gate,west,dispatch,69
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,2025-04-19 11:53:50.948058,failed,10.73,1,1,3.18,9.58,633.8491343000001,2,120,1,1,C0054,passenger,2025-04-18 22:53:00,south,riverside,high,68.98,app,0,75,west,consumer,2025-12-24 13:22:00,42.4,26.8,web,active,west,fulltime,3,75.4,3.58,evening,1,ev,airport,2025-12-01 18:20:00,100.0,117995,active,v2.2,0,South Link,south,dispatch,78
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,ontime,5.51,0,0,4.14,10.11,56.83218363333334,4,240,0,0,C0118,retail,2025-04-09 21:56:00,east,south,medium,21.57,app,0,20,south,consumer,2024-06-23 04:01:00,79.1,31.1,app,active,south,parttime,4,61.5,3.59,flexible,1,cargovan,central,2025-03-16 12:29:00,81.6,68032,active,v2.1,0,Midtown Relay,central,charging,63
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,2025-12-30 04:56:17.180320,delayed,15.66,1,0,2.55,9.31,838.2863386666667,12,720,1,0,C0112,parcel,2025-12-29 12:08:00,central,east,high,74.48,phone,1,25,north,consumer,2025-02-01 22:48:00,42.1,66.1,app,active,east,fulltime,7,76.3,3.45,flexible,1,diesel,west,2025-12-29 15:01:00,69.7,73011,active,v2.1,1,North Exchange,north,dispatch,82
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2024-02-15 08:17:05.653632,ontime,11.61,0,0,4.33,11.38,1487.0942272,24,1440,1,0,C0187,passenger,2024-02-14 06:56:00,west,west,medium,32.72,phone,0,47,east,sme,2025-10-11 02:51:00,59.6,59.3,web,active,east,fulltime,11,76.9,4.58,evening,1,hybrid,ctr,2025-11-15 00:12:00,57.3,176145,active,v2.0,1,Midtown Relay,central,charging,63
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,ontime,14.43,0,0,4.54,15.01,158.20195756666666,4,240,0,0,C0543,retail,2024-06-28 08:57:00,ctr,west,high,144.86,web,0,20,riverside,consumer,2025-06-02 07:20:00,47.0,54.7,app,dormant,south,fulltime,5,56.0,3.55,flexible,1,hybrid,north,2024-10-28 22:21:00,76.7,90558,scheduled,v2.2,0,East Dock,east,warehouse,74
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501233,ontime,7.98,1,0,4.96,8.83,105.25835388333333,4,240,0,0,C0522,passenger,2024-02-17 12:11:00,west,central,low,176.48,app,1,28,east,consumer,2024-07-02 15:25:00,56.1,63.3,app,suspended,north,fulltime,8,58.0,3.78,morning,1,cargovan,airport,2024-06-02 13:54:00,78.2,67614,inrepair,v1.9,1,Midtown Relay,central,charging,63
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2024-07-01 10:09:10.323380,delayed,16.05,1,0,1.96,13.91,2071.1720563333333,24,1440,1,0,C0478,retail,2024-06-29 23:10:00,east,west,medium,14.11,app,0,43,north,consumer,2024-02-22 09:47:00,43.6,52.4,app,active,north,parttime,9,84.5,4.11,evening,0,hybrid,riverside,2024-11-14 16:11:00,95.4,182486,active,v1.9,0,Airport Hub,airport,dispatch,71
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442199,failed,5.37,1,0,4.29,12.93,855.9573699833333,2,120,1,1,C0452,retail,2024-07-14 10:39:00,north,west,medium,72.77,app,0,70,south,consumer,2025-05-01 07:53:00,61.4,69.4,app,active,west,fulltime,15,87.7,3.45,morning,1,hybrid,east,2024-01-07 23:54:00,70.7,188387,active,v2.1,0,Midtown Relay,central,charging,63
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,2024-01-23 01:31:56.632521,delayed,9.24,2,0,4.25,2.78,520.94387535,4,240,1,0,C0114,business,2024-01-22 15:07:00,east,ctr,medium,202.67,app,1,38,central,consumer,2024-07-01 13:50:00,72.2,45.8,app,active,airport,parttime,9,79.3,4.69,morning,1,hybrid,riverside,2024-04-23 12:54:00,82.4,169703,inrepair,v2.2,1,Airport Hub,airport,dispatch,71
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,ontime,9.75,0,0,2.95,14.1,191.49783453333333,6,360,0,0,C0243,retail,2025-10-16 03:03:00,west,south,critical,70.04,app,0,31,riverside,consumer,2025-06-20 16:36:00,63.0,85.8,phone,suspended,central,parttime,12,56.7,4.49,evening,1,diesel,east,2025-12-09 16:47:00,55.9,15278,active,v2.2,1,North Exchange,north,dispatch,82
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209324,ontime,9.06,0,0,4.14,6.22,88.48682206666668,6,360,0,0,C0013,retail,2025-01-13 02:39:00,north,east,high,36.61,app,0,30,east,enterprise,2024-02-17 17:54:00,31.3,51.7,app,active,central,fulltime,11,,4.35,flexible,1,ev,east,2024-05-27 22:15:00,100.0,68844,active,v1.9,0,South Link,south,dispatch,78
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,ontime,1.96,0,0,4.25,8.32,290.25082503333334,6,360,0,0,C0454,medical,2025-02-09 16:51:00,east,west,medium,7.69,api,0,28,south,consumer,2024-10-27 07:07:00,62.2,63.6,app,active,central,fulltime,4,42.4,3.94,evening,1,hybrid,south,2024-04-15 00:26:00,56.2,52021,active,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,2025-04-27 08:38:51.218057,ontime,30.31,2,0,4.17,18.74,1299.8536342833333,24,1440,0,0,C0013,business,2025-04-26 08:49:00,airport,airport,high,157.07,app,0,30,east,enterprise,2024-02-17 17:54:00,31.3,51.7,app,active,south,fulltime,5,56.0,3.55,flexible,1,ev,airport,2025-05-24 12:36:00,100.0,206339,scheduled,v2.0,0,South Link,south,dispatch,78
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546472,ontime,7.7,2,0,4.03,12.17,581.4591078666667,12,720,0,0,C0291,passenger,2025-01-09 07:41:00,ctr,riverside,high,101.75,app,0,43,north,enterprise,2024-11-05 23:09:00,66.1,88.6,web,active,west,fulltime,15,87.7,3.45,morning,1,hybrid,south,2025-01-11 11:13:00,65.5,163683,scheduled,v2.2,1,West Gate,west,dispatch,69
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2024-07-06 14:21:54.442674,failed,3.93,2,0,3.49,3.82,1003.9073778999999,6,360,1,1,C0336,business,2024-07-05 19:52:00,central,airport,high,84.76,web,0,33,airport,consumer,2025-12-04 16:33:00,59.6,38.3,phone,dormant,riverside,parttime,2,70.3,4.4,flexible,1,cargovan,north,2025-10-24 17:32:00,62.6,39859,inrepair,v2.0,1,Riverside Hub,riverside,warehouse,66
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,2025-05-13 20:41:51.542934,ontime,11.65,2,0,4.15,8.01,206.85904889999998,4,240,0,0,C0486,passenger,2025-05-13 16:30:00,north,south,medium,118.29,web,0,50,west,enterprise,2025-01-08 14:49:00,52.5,76.4,app,active,east,parttime,6,81.5,3.99,evening,1,ev,west,2025-11-11 00:21:00,66.3,208147,active,v2.1,1,North Exchange,north,dispatch,82
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,2024-03-29 19:57:12.212231,ontime,24.03,1,0,4.79,22.2,190.20353718333334,6,360,0,0,C0138,retail,2024-03-29 14:49:00,south,north,medium,111.28,app,0,74,south,consumer,2024-07-06 19:00:00,93.2,90.8,web,active,riverside,fulltime,3,93.5,4.12,flexible,1,ev,north,2024-07-11 13:31:00,95.8,101425,active,v1.9,0,South Link,south,dispatch,78
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,2024-01-19 02:56:30.044466,ontime,14.86,1,0,3.5,16.26,244.5007411,6,360,0,0,C0189,passenger,2024-01-18 20:35:00,west,east,medium,55.4,app,1,48,riverside,consumer,2024-08-15 02:16:00,76.6,41.1,app,active,north,fulltime,2,59.6,4.12,flexible,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,East Dock,east,warehouse,74
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,2024-07-01 08:34:00.640399,ontime,2.53,0,0,3.73,4.03,1200.0106733166665,24,1440,0,0,C0613,retail,2024-06-30 10:26:00,riverside,south,high,170.69,web,1,40,north,consumer,2025-06-03 00:10:00,45.5,60.7,app,suspended,ctr,fulltime,2,71.1,4.57,night,1,diesel,west,2024-04-12 02:10:00,85.5,32441,inrepair,v2.1,1,East Dock,east,warehouse,74
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,2025-06-22 17:41:05.902000,ontime,9.22,0,0,4.95,8.62,167.09836666666666,4,240,0,0,C0080,business,2025-06-22 13:31:00,ctr,west,high,81.32,api,1,25,east,consumer,2025-04-30 03:07:00,81.6,37.2,app,active,airport,fulltime,8,67.8,3.54,morning,1,ev,ctr,2024-11-12 12:56:00,92.1,18680,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,ontime,36.08,2,0,4.24,24.5,264.40913228333335,4,240,1,0,C0097,parcel,2024-05-19 16:27:00,airport,north,low,271.29,app,0,46,airport,sme,2025-02-14 23:51:00,55.6,39.2,web,active,ctr,parttime,11,69.2,4.61,evening,1,hybrid,south,2024-09-06 02:11:00,65.8,92896,active,v2.0,1,North Exchange,north,dispatch,82
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,delayed,14.61,0,0,1.0,15.39,667.7904211,4,240,1,0,C0208,medical,2024-06-20 07:22:00,west,north,medium,134.63,app,1,48,central,enterprise,2025-02-06 16:19:00,74.5,67.0,phone,dormant,airport,parttime,13,88.9,4.75,morning,1,cargovan,west,2025-12-28 22:35:00,67.3,219116,inrepair,v2.2,1,East Dock,east,warehouse,74
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2025-06-20 19:14:45.474692,ontime,30.93,0,0,5.0,19.1,140.75791153333333,4,240,0,0,C0052,passenger,2025-06-20 16:04:00,airport,riverside,medium,40.41,app,1,56,east,consumer,2024-10-11 04:52:00,55.6,75.7,app,active,ctr,fulltime,5,66.2,3.71,flexible,0,cargovan,north,2024-04-11 18:04:00,79.3,42073,active,v2.2,0,East Dock,east,warehouse,74
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,ontime,17.86,1,0,3.97,19.28,109.04075646666666,1,60,1,0,C0168,passenger,2024-11-27 01:17:00,north,ctr,high,95.19,api,0,70,riverside,consumer,2025-02-17 10:26:00,54.3,69.4,web,active,central,fulltime,4,62.0,4.31,flexible,1,hybrid,riverside,2024-06-28 15:49:00,97.5,73769,inrepair,v2.0,1,West Gate,west,dispatch,69
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,2024-05-09 11:59:25.379839,ontime,15.21,1,0,4.41,18.9,226.42299731666665,6,360,0,0,C0267,retail,2024-05-09 06:28:00,north,riverside,medium,104.5,app,1,31,riverside,consumer,2025-12-10 09:39:00,49.0,55.7,web,active,airport,fulltime,7,81.5,4.55,night,1,hybrid,north,2025-01-06 03:21:00,100.0,181609,inrepair,v2.1,1,North Exchange,north,dispatch,82
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,2024-06-13 10:45:19.325161,ontime,16.53,1,0,3.97,12.62,185.32208601666667,2,120,1,0,C0254,medical,2024-06-13 06:33:00,riverside,riverside,low,139.5,app,0,57,east,consumer,2024-03-12 23:59:00,40.2,47.8,unknown,active,south,contract,3,70.9,4.29,morning,1,ev,east,2025-06-30 12:21:00,73.9,91441,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,ontime,12.21,0,0,4.39,15.82,539.04769455,12,720,0,0,C0378,parcel,2025-10-20 00:06:00,north,riverside,medium,63.8,app,1,38,riverside,consumer,2024-07-17 07:29:00,26.2,77.3,app,active,south,parttime,12,75.2,4.43,flexible,1,cargovan,east,2024-06-23 11:24:00,60.1,31876,active,v2.0,1,Midtown Relay,central,charging,63
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2024-01-14 14:16:20.091051,ontime,20.39,2,0,5.0,18.38,266.33485085,6,360,0,0,C0023,parcel,2024-01-14 06:59:00,riverside,north,medium,38.39,phone,1,52,south,consumer,2025-06-28 13:49:00,73.1,45.2,web,active,south,fulltime,9,86.7,4.26,night,0,hybrid,airport,2025-02-09 18:48:00,49.7,116811,active,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2025-12-23 10:18:27.445268,delayed,16.44,2,0,4.7,11.33,859.4574211333334,12,720,1,0,C0095,passenger,2025-12-22 18:49:00,central,airport,medium,48.29,app,1,23,south,sme,2024-08-16 19:51:00,50.8,61.7,app,suspended,south,fulltime,10,62.4,4.48,flexible,1,ev,airport,2025-02-14 20:35:00,91.8,111243,active,v2.2,0,East Dock,east,warehouse,74
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2025-06-06 23:06:57.382276,delayed,11.95,0,0,3.03,8.36,966.9563712666666,4,240,1,0,C0288,retail,2025-06-06 04:56:00,central,airport,low,74.57,phone,0,51,west,consumer,2025-05-12 12:01:00,65.6,49.8,phone,active,airport,fulltime,15,79.2,4.12,night,1,hybrid,airport,2024-10-17 11:15:00,60.6,193552,inrepair,v2.1,1,Central Core,central,control,88
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.493983,ontime,15.83,3,0,4.49,12.5,66.89156638333333,2,120,0,0,C0535,retail,2024-04-29 20:49:00,central,west,medium,13.17,app,0,39,south,consumer,2024-06-18 21:50:00,38.6,80.2,web,active,riverside,contract,3,,4.97,morning,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,2025-03-13 23:37:06.560164,ontime,9.27,0,0,5.0,9.21,1380.1093360666666,24,1440,0,0,C0247,passenger,2025-03-12 22:21:00,riverside,west,high,192.23,app,0,31,east,consumer,2024-02-01 01:08:00,58.9,30.3,web,active,north,parttime,10,82.2,3.89,night,1,cargovan,south,2025-05-01 08:50:00,68.8,156687,active,v2.1,1,West Gate,west,dispatch,69
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,2024-04-19 09:44:14.799027,ontime,14.89,0,0,3.6,10.25,726.2466504500001,12,720,1,0,C0098,medical,2024-04-18 19:37:00,riverside,south,medium,116.78,phone,1,54,central,consumer,2024-08-20 06:33:00,56.5,70.7,app,dormant,north,fulltime,1,71.1,3.93,flexible,1,ev,riverside,2025-06-14 03:47:00,90.5,49711,active,v2.0,0,Airport Hub,airport,dispatch,71
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2025-10-14 05:00:10.581519,ontime,10.29,1,0,5.0,18.54,288.17635865,4,240,1,0,C0642,parcel,2025-10-13 21:45:00,north,north,medium,75.79,app,0,59,north,sme,2025-05-03 03:08:00,51.2,65.0,web,active,central,fulltime,6,68.5,4.14,night,1,cargovan,west,2025-11-15 11:08:00,58.6,146638,active,v2.2,1,Airport Hub,airport,dispatch,71
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,2024-10-30 06:42:08.707870,failed,11.81,0,1,2.83,10.31,859.1451311666666,12,720,1,1,C0633,retail,2024-10-29 13:27:00,ctr,central,medium,85.59,phone,0,44,central,consumer,2025-12-14 02:47:00,57.6,56.5,partner api,active,airport,parttime,9,79.3,4.69,morning,1,ev,east,2025-05-26 12:28:00,74.9,56967,active,v2.1,0,Midtown Relay,central,charging,63
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,2024-07-06 04:24:49.446131,ontime,27.25,0,0,3.81,15.04,198.82410218333334,6,360,0,0,C0377,retail,2024-07-06 00:20:00,airport,west,medium,137.29,app,0,21,west,consumer,2025-05-22 06:19:00,57.6,64.5,phone,active,north,fulltime,11,83.0,4.07,flexible,1,ev,east,2025-08-10 04:56:00,88.0,190688,active,v2.2,0,Airport Hub,airport,dispatch,71
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.304523,delayed,34.53,4,1,2.96,19.47,703.3050753833334,12,720,0,0,C0575,passenger,2024-12-15 21:12:00,airport,central,medium,30.78,web,1,25,riverside,consumer,2025-01-10 19:53:00,77.2,72.1,web,active,airport,fulltime,4,89.5,3.99,evening,1,hybrid,south,2024-09-06 02:11:00,65.8,92896,active,v2.0,1,Riverside Hub,riverside,warehouse,66
