customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0367,51,south,sme,2024-02-26 00:12:00,64.5,62.8,phone,active
C0368,23,north,consumer,2025-05-25 21:41:00,49.5,92.7,phone,active
C0369,42,west,consumer,2025-03-06 02:16:00,47.6,40.7,app,active
C0370,18,east,enterprise,2024-08-21 21:27:00,64.6,35.6,app,active
C0371,57,east,consumer,2025-01-14 07:31:00,28.5,74.9,app,active
C0372,34,west,consumer,2024-02-04 22:21:00,26.2,59.4,phone,active
C0373,34,south,consumer,2025-03-06 11:43:00,46.8,22.4,app,active
C0374,74,north,sme,2025-02-09 06:00:00,71.1,39.1,app,active
C0375,30,west,consumer,2024-10-26 23:54:00,63.9,42.6,app,active
C0376,40,south,sme,2025-05-31 02:13:00,61.3,46.8,phone,active
C0377,21,west,consumer,2025-05-22 06:19:00,57.6,64.5,phone,active
C0378,38,riverside,consumer,2024-07-17 07:29:00,26.2,77.3,app,active
C0379,22,south,consumer,2024-08-14 08:48:00,55.8,55.3,web,active
C0380,24,central,sme,2024-10-29 03:39:00,32.6,61.2,web,active
C0381,55,ctr,consumer,2025-05-22 19:11:00,74.4,44.3,app,active
C0382,32,south,consumer,2024-08-16 15:26:00,60.9,77.8,app,active
C0383,70,west,consumer,2025-11-12 01:38:00,59.6,84.0,app,active
C0384,24,riverside,consumer,2024-05-29 12:03:00,67.4,53.4,web,active
C0385,25,east,consumer,2024-08-06 00:38:00,66.2,44.4,app,dormant
C0386,24,central,consumer,2024-05-25 13:03:00,64.7,97.8,app,active
C0387,65,airport,consumer,2025-12-27 01:11:00,66.6,76.1,app,active
C0388,55,east,consumer,2025-02-06 14:57:00,51.6,41.5,app,active
C0389,70,riverside,consumer,2025-12-30 10:46:00,39.6,26.3,app,active
C0390,51,ctr,consumer,2024-04-25 02:59:00,66.5,52.9,app,active
C0391,64,west,consumer,2024-06-18 10:12:00,84.1,81.3,app,active
C0392,29,central,consumer,2024-07-08 20:59:00,77.2,48.2,web,active
C0393,42,east,consumer,2025-06-21 23:29:00,57.6,53.8,app,active
C0394,66,central,consumer,2024-02-02 09:42:00,70.8,49.2,web,active
C0395,76,south,sme,2025-01-22 11:21:00,54.0,70.9,app,active
C0396,76,riverside,consumer,2025-03-29 05:06:00,67.2,85.0,app,active
C0397,33,west,consumer,2024-01-03 02:17:00,51.3,34.6,web,suspended
C0398,63,south,sme,2024-03-23 11:26:00,63.2,53.1,app,active
C0399,61,east,sme,2024-05-06 17:48:00,93.0,54.8,phone,active
C0400,33,riverside,consumer,2024-07-31 12:22:00,73.4,46.7,partner api,active
C0401,33,airport,consumer,2024-11-12 13:05:00,85.0,35.8,app,active
C0402,71,west,consumer,2024-02-20 22:30:00,48.6,74.2,app,active
C0403,19,east,consumer,2024-07-19 11:34:00,50.0,61.5,web,active
C0404,25,east,consumer,2025-04-02 06:20:00,59.6,72.3,app,active
C0405,51,riverside,consumer,2025-01-07 23:57:00,69.9,87.4,app,active
C0406,75,north,consumer,2025-04-30 00:40:00,57.7,51.7,app,active
C0407,47,riverside,consumer,2025-02-24 07:51:00,77.2,68.9,app,active
C0408,44,airport,consumer,2025-10-02 12:02:00,52.2,51.0,web,active
C0409,45,south,consumer,2025-01-19 01:29:00,82.8,56.9,web,dormant
C0410,65,east,sme,2024-03-05 01:16:00,76.5,65.0,app,active
C0411,64,west,consumer,2024-07-18 23:04:00,43.1,55.5,partner api,active
C0412,70,airport,consumer,2025-09-12 10:23:00,70.3,29.9,app,active
C0413,32,riverside,consumer,2024-10-05 10:39:00,57.4,87.3,app,active
C0414,21,riverside,sme,2024-02-14 08:47:00,77.3,61.5,web,active
C0415,45,south,consumer,2025-12-07 10:59:00,52.4,36.9,app,active
C0416,34,south,consumer,2024-10-09 09:00:00,66.0,16.7,web,active
C0417,72,west,consumer,2025-09-01 20:04:00,69.7,58.2,app,dormant
C0418,77,west,consumer,2024-01-25 07:06:00,16.9,71.1,web,active
C0419,58,central,consumer,2025-05-01 22:29:00,30.9,77.9,app,active
C0420,30,north,enterprise,2025-01-30 08:58:00,63.0,79.9,app,active
C0421,34,central,consumer,2025-03-16 15:08:00,59.0,51.4,app,active
C0422,71,riverside,consumer,2025-05-23 05:00:00,77.3,70.9,web,active
C0423,25,riverside,consumer,2024-11-06 22:49:00,64.6,29.3,app,active
C0424,66,riverside,sme,2024-06-03 19:15:00,40.7,61.6,partner api,active
C0425,55,riverside,consumer,2024-12-01 10:29:00,66.3,76.1,app,dormant
C0426,25,riverside,sme,2025-01-05 19:05:00,49.0,47.1,app,dormant
C0427,66,north,sme,2025-06-08 06:25:00,57.3,55.6,app,active
C0428,66,riverside,sme,2024-06-12 07:26:00,52.9,60.7,app,active
C0429,31,south,consumer,2024-03-07 20:02:00,66.6,61.3,app,dormant
C0430,29,east,consumer,2025-05-08 17:34:00,38.3,87.0,web,active
C0431,76,west,sme,2024-11-29 05:27:00,43.1,38.1,web,dormant
C0432,36,riverside,sme,2024-04-17 02:16:00,25.4,84.2,web,active
C0433,27,ctr,enterprise,2025-10-01 02:13:00,95.3,34.9,phone,active
C0434,62,east,consumer,2024-04-08 13:31:00,45.0,46.0,web,active
C0435,27,east,consumer,2025-12-27 14:11:00,47.2,43.9,app,active
C0436,20,riverside,sme,2024-08-27 04:26:00,42.5,57.0,app,active
C0437,51,airport,consumer,2025-04-16 19:57:00,50.7,49.3,app,active
C0438,22,north,consumer,2025-11-21 07:47:00,54.0,67.9,app,active
C0439,20,south,consumer,2025-07-05 21:48:00,70.8,58.9,app,active
C0440,48,east,consumer,2024-05-04 09:18:00,63.8,100.0,app,active
C0441,42,south,consumer,2024-10-13 18:17:00,66.3,66.0,phone,active
C0442,23,west,consumer,2025-01-16 08:47:00,51.5,53.9,app,active
C0443,20,south,consumer,2024-09-23 06:28:00,59.8,65.8,unknown,active
C0444,67,ctr,consumer,2024-09-10 05:15:00,80.5,70.1,web,active
C0445,26,riverside,sme,2024-08-29 04:18:00,60.6,55.1,app,active
C0446,20,airport,sme,2025-08-15 06:20:00,65.9,37.5,partner api,dormant
C0447,42,north,consumer,2024-03-07 12:16:00,28.5,43.4,app,active
C0448,42,south,consumer,2024-09-08 16:33:00,69.3,62.1,app,active
C0449,67,east,enterprise,2024-08-24 20:51:00,65.1,74.6,app,active
C0450,64,central,consumer,2024-04-12 20:29:00,81.6,67.9,unknown,active
C0451,56,east,consumer,2024-02-07 03:00:00,17.0,57.1,web,active
C0452,70,south,consumer,2025-05-01 07:53:00,61.4,69.4,app,active
C0453,76,east,consumer,2025-04-04 11:02:00,58.9,49.3,phone,dormant
C0454,28,south,consumer,2024-10-27 07:07:00,62.2,63.6,app,active
C0455,43,airport,consumer,2024-02-21 06:38:00,50.8,85.7,phone,active
C0456,25,central,sme,2025-08-20 06:59:00,64.2,79.9,phone,active
C0457,41,east,consumer,2024-03-17 11:32:00,72.0,84.5,app,active
C0458,37,ctr,enterprise,2024-07-01 14:38:00,61.5,51.7,app,active
C0459,20,west,consumer,2024-09-23 21:00:00,56.1,62.6,app,dormant
C0460,27,west,consumer,2024-04-18 20:38:00,57.3,39.5,web,active
C0461,55,east,consumer,2025-12-27 19:22:00,54.5,76.2,app,active
C0462,61,west,enterprise,2024-08-10 01:23:00,61.4,50.6,partner api,active
C0463,39,riverside,consumer,2024-12-14 04:02:00,49.2,33.6,app,dormant
C0464,71,airport,enterprise,2024-07-27 08:02:00,28.8,49.2,phone,dormant
C0465,65,airport,consumer,2025-09-05 23:41:00,82.4,63.5,app,active
C0466,26,north,consumer,2024-07-27 00:52:00,32.5,16.7,app,active
C0467,49,west,enterprise,2024-12-01 13:43:00,58.7,31.7,web,active
C0468,45,east,consumer,2025-01-15 05:39:00,39.7,77.4,web,dormant
C0469,20,north,consumer,2024-11-15 02:13:00,59.6,60.5,app,active
C0470,39,east,sme,2024-02-02 15:35:00,45.1,57.8,app,active
C0471,42,north,consumer,2025-05-10 02:26:00,59.9,28.0,app,dormant
C0472,21,south,sme,2024-04-13 12:42:00,47.1,88.8,app,dormant
C0473,72,airport,consumer,2025-07-17 04:40:00,39.8,78.2,web,active
C0474,40,central,consumer,2025-06-30 02:41:00,65.5,72.0,app,active
C0475,47,central,consumer,2024-06-16 12:44:00,81.9,37.5,app,active
C0476,59,north,consumer,2024-10-04 13:18:00,66.0,69.6,app,active
C0477,53,south,sme,2025-11-14 09:26:00,62.2,80.4,partner api,active
C0478,43,north,consumer,2024-02-22 09:47:00,43.6,52.4,app,active
C0479,48,north,enterprise,2025-08-03 11:26:00,59.1,53.9,app,active
C0480,26,north,enterprise,2025-03-02 00:55:00,67.6,49.6,app,dormant
C0481,40,riverside,consumer,2025-01-07 20:12:00,50.0,70.0,unknown,active
C0482,73,riverside,enterprise,2025-02-04 23:25:00,74.8,54.1,web,active
C0483,24,south,enterprise,2024-07-27 00:27:00,59.7,52.6,app,active
C0484,23,south,consumer,2024-06-09 13:07:00,66.0,31.0,web,active
C0485,41,riverside,sme,2024-04-02 12:36:00,52.4,27.0,app,active
C0486,50,west,enterprise,2025-01-08 14:49:00,52.5,76.4,app,active
C0487,61,east,sme,2024-06-15 04:00:00,63.9,88.5,web,active
C0488,63,west,consumer,2024-02-22 17:09:00,66.5,75.0,web,active
C0489,49,south,consumer,2025-10-18 12:05:00,65.9,85.5,app,active
C0490,78,central,consumer,2025-08-09 19:59:00,44.0,48.3,web,active
C0491,60,ctr,consumer,2025-01-14 23:32:00,48.6,57.6,web,active
C0492,22,west,consumer,2024-06-24 04:22:00,60.0,65.6,phone,active
C0493,76,airport,consumer,2024-10-17 05:33:00,30.6,55.4,web,active
C0494,34,north,consumer,2024-06-24 02:06:00,77.0,90.3,phone,active
C0495,20,ctr,consumer,2025-01-27 15:48:00,65.3,33.3,app,dormant
C0496,23,riverside,consumer,2024-07-21 09:08:00,60.9,47.6,app,active
C0497,65,north,consumer,2024-02-14 15:20:00,48.8,51.9,app,active
C0498,73,west,enterprise,2024-02-24 19:59:00,73.4,45.1,app,active
C0499,40,ctr,consumer,2025-10-13 12:05:00,55.9,74.5,app,active
C0500,47,east,consumer,2025-12-30 19:44:00,90.6,20.6,app,active
C0501,42,riverside,sme,2024-06-13 20:50:00,66.5,80.1,app,active
C0502,38,west,sme,2024-08-15 19:25:00,36.3,75.7,app,active
C0503,38,west,consumer,2025-09-21 06:53:00,71.8,64.5,app,active
C0504,66,riverside,consumer,2025-04-29 05:36:00,51.7,85.1,app,active
C0505,36,north,consumer,2024-08-11 01:25:00,51.9,100.0,phone,active
C0506,19,airport,enterprise,2025-06-14 05:24:00,56.3,62.0,app,active
C0507,32,north,consumer,2025-01-02 03:09:00,58.1,72.4,app,active
C0508,76,east,consumer,2024-09-09 23:52:00,64.2,66.0,app,active
C0509,77,west,consumer,2024-07-16 01:56:00,59.6,68.5,web,dormant
C0510,42,west,consumer,2025-07-29 21:02:00,67.4,49.0,app,active
C0511,23,north,consumer,2025-11-14 10:07:00,48.5,45.0,app,active
C0512,59,east,consumer,2025-02-03 19:29:00,38.5,70.2,web,active
C0513,50,east,consumer,2025-07-17 20:49:00,47.2,48.8,app,active
C0514,22,riverside,consumer,2024-11-09 20:26:00,65.9,76.4,app,active
C0515,38,riverside,consumer,2024-11-11 18:15:00,74.0,73.9,phone,active
C0516,49,ctr,consumer,2025-03-11 12:42:00,88.9,50.3,web,active
C0517,66,riverside,consumer,2025-01-11 14:32:00,38.5,65.7,app,active
C0518,62,airport,consumer,2025-03-24 05:01:00,61.4,60.3,app,active
C0519,64,east,enterprise,2024-01-04 19:31:00,56.4,56.2,phone,active
C0520,50,north,consumer,2025-04-21 07:28:00,53.6,80.4,partner api,active
C0521,47,ctr,consumer,2025-09-25 14:53:00,62.3,59.6,phone,active
C0522,28,east,consumer,2024-07-02 15:25:00,56.1,63.3,app,suspended
C0523,77,north,consumer,2024-04-19 02:08:00,55.8,22.0,web,active
C0524,67,riverside,consumer,2025-01-02 13:23:00,49.7,70.2,phone,active
C0525,68,riverside,consumer,2024-04-03 14:32:00,66.4,31.6,app,active
C0526,70,west,consumer,2025-06-06 21:02:00,76.9,51.6,partner api,active
C0527,73,central,consumer,2024-02-11 20:08:00,86.2,89.5,web,active
C0528,45,central,consumer,2024-03-25 23:20:00,51.6,92.8,app,active
C0529,41,riverside,sme,2025-06-07 02:03:00,43.2,51.5,app,active
C0530,28,west,sme,2025-05-31 12:41:00,55.9,35.1,partner api,active
C0531,74,central,sme,2024-05-19 00:54:00,46.7,66.5,partner api,dormant
C0532,73,south,consumer,2024-03-08 19:46:00,76.5,51.4,phone,active
C0533,35,south,consumer,2025-12-10 03:12:00,46.9,65.4,app,active
C0534,58,west,consumer,2024-05-14 15:18:00,61.2,33.4,app,active
C0535,39,south,consumer,2024-06-18 21:50:00,38.6,80.2,web,active
C0536,56,north,consumer,2024-08-14 02:53:00,54.5,88.4,app,active
C0537,26,east,consumer,2024-12-25 19:48:00,63.1,31.5,phone,dormant
C0538,28,central,enterprise,2024-09-15 05:20:00,84.5,44.3,app,dormant
C0539,21,south,consumer,2025-09-20 08:57:00,49.0,45.8,web,dormant
C0540,75,airport,consumer,2025-04-12 04:16:00,66.0,72.9,web,active
C0541,48,central,consumer,2025-05-29 15:13:00,26.8,21.6,app,active
C0542,73,central,consumer,2025-08-29 08:39:00,40.7,62.9,phone,active
C0543,20,riverside,consumer,2025-06-02 07:20:00,47.0,54.7,app,dormant
C0544,72,north,consumer,2025-01-16 01:12:00,52.1,44.0,app,active
C0545,18,south,consumer,2024-07-05 12:10:00,66.9,72.4,app,active
C0546,67,riverside,consumer,2025-10-13 08:43:00,70.1,22.0,web,active
C0547,55,riverside,sme,2024-12-01 12:10:00,34.3,33.0,web,active
C0548,56,north,enterprise,2024-09-27 03:49:00,68.5,44.1,app,active
C0549,54,airport,consumer,2025-06-27 01:40:00,42.2,72.5,app,active
C0550,39,north,consumer,2025-01-03 14:35:00,89.4,52.4,app,active
C0551,51,north,sme,2025-06-17 18:44:00,65.0,43.3,app,active
C0552,41,north,consumer,2024-04-17 08:34:00,62.4,68.2,app,active
C0553,23,south,consumer,2025-10-06 12:47:00,57.2,49.9,app,active
C0554,37,east,consumer,2025-01-15 08:24:00,59.5,46.8,app,active
C0555,58,riverside,consumer,2025-01-12 18:09:00,60.0,53.3,partner api,active
C0556,20,east,consumer,2025-01-03 10:48:00,48.9,65.5,web,dormant
C0557,44,north,sme,2024-03-24 14:14:00,71.9,100.0,app,active
C0558,23,south,consumer,2024-06-29 19:47:00,64.3,38.5,phone,active
C0559,72,north,consumer,2024-02-19 09:52:00,72.0,64.4,partner api,active
C0560,29,north,sme,2025-06-12 08:19:00,59.0,56.2,web,active
C0561,65,east,consumer,2025-10-16 18:59:00,70.9,54.3,app,active
C0562,56,west,consumer,2025-11-10 10:46:00,47.9,88.0,phone,active
C0563,51,south,consumer,2024-01-02 23:02:00,99.0,73.9,phone,dormant
C0564,64,east,consumer,2024-08-14 04:18:00,48.6,72.0,web,active
C0565,38,north,sme,2025-09-22 20:27:00,52.8,50.7,app,dormant
C0566,21,central,consumer,2025-03-03 16:23:00,75.4,43.2,app,active
C0567,74,east,consumer,2024-02-18 04:31:00,79.7,64.9,app,active
C0568,22,south,consumer,2024-08-20 19:41:00,47.2,53.9,app,active
C0569,24,west,consumer,2024-02-16 00:03:00,33.4,48.5,app,active
C0570,41,south,enterprise,2024-01-03 18:22:00,37.6,72.1,app,active
C0571,33,south,consumer,2024-11-07 03:33:00,44.1,36.5,phone,active
C0572,66,north,enterprise,2024-12-31 17:14:00,47.4,45.6,app,active
C0573,47,airport,sme,2025-02-27 18:19:00,57.3,74.4,app,active
C0574,54,south,sme,2025-08-26 04:13:00,76.4,57.9,app,active
C0575,25,riverside,consumer,2025-01-10 19:53:00,77.2,72.1,web,active
C0576,65,east,sme,2025-05-01 05:08:00,50.2,43.3,app,dormant
C0577,56,north,consumer,2024-01-15 07:45:00,68.6,72.9,app,active
C0578,63,ctr,sme,2024-06-01 14:06:00,74.1,46.0,app,active
C0579,61,central,consumer,2024-03-06 20:09:00,82.4,85.3,app,active
C0580,24,riverside,consumer,2025-11-12 08:25:00,57.4,74.6,phone,active
C0581,78,north,consumer,2024-09-27 00:03:00,48.1,68.4,app,dormant
C0582,29,airport,consumer,2025-10-22 17:57:00,71.9,88.7,phone,active
C0583,23,airport,consumer,2024-12-24 19:41:00,84.2,66.2,app,dormant
C0584,66,east,consumer,2025-08-15 14:38:00,51.5,47.6,partner api,active
C0585,42,west,consumer,2025-06-14 23:31:00,91.1,89.1,app,active
C0586,47,central,consumer,2024-09-11 05:57:00,87.4,66.2,app,active
C0587,28,south,consumer,2024-01-01 01:03:00,55.7,82.8,app,active
C0588,47,riverside,sme,2025-06-28 00:25:00,34.8,62.6,web,active
C0589,69,ctr,consumer,2024-07-09 07:10:00,50.4,81.8,app,dormant
C0590,68,airport,sme,2024-02-29 03:00:00,54.3,43.3,app,active
C0591,60,west,enterprise,2025-09-19 17:42:00,59.6,35.8,app,active
C0592,54,west,consumer,2024-07-20 04:26:00,33.2,33.1,app,active
C0593,67,south,sme,2024-07-23 16:38:00,98.8,74.2,phone,active
C0594,70,east,consumer,2025-10-20 16:41:00,97.4,22.5,web,active
C0595,72,central,consumer,2025-10-18 13:52:00,48.3,26.0,phone,active
C0596,43,riverside,consumer,2025-09-19 05:32:00,30.1,32.9,partner api,dormant
C0597,74,north,consumer,2024-11-12 02:19:00,57.2,64.3,phone,active
C0598,28,north,consumer,2025-10-02 01:56:00,66.7,68.2,app,active
C0599,40,north,consumer,2025-05-04 22:34:00,81.4,44.4,app,active
C0600,34,east,consumer,2024-01-07 12:54:00,71.3,74.8,app,active
C0601,34,airport,consumer,2025-03-23 23:58:00,56.7,66.0,phone,active
C0602,52,south,sme,2025-04-21 02:47:00,28.4,82.9,app,active
C0603,34,west,enterprise,2025-11-02 14:11:00,68.1,77.9,web,active
C0604,30,west,consumer,2024-08-19 03:16:00,73.4,46.9,app,active
C0605,21,airport,consumer,2024-08-25 20:02:00,54.9,63.8,app,active
C0606,68,south,consumer,2024-05-06 10:57:00,64.3,56.9,app,active
C0607,44,north,consumer,2025-12-12 08:45:00,63.1,68.8,app,active
C0608,46,west,sme,2024-02-23 08:40:00,56.0,63.9,phone,active
C0609,70,east,consumer,2025-07-21 21:27:00,41.4,60.5,phone,active
C0610,55,south,consumer,2025-12-03 16:16:00,65.3,73.5,app,active
C0611,43,airport,consumer,2024-10-29 20:59:00,37.2,61.2,partner api,active
C0612,53,central,consumer,2024-08-10 02:56:00,82.3,74.0,app,active
C0613,40,north,consumer,2025-06-03 00:10:00,45.5,60.7,app,suspended
C0614,26,west,sme,2024-09-23 07:53:00,59.6,57.1,app,active
C0615,19,airport,consumer,2024-07-26 05:47:00,48.2,77.6,app,active
C0616,49,riverside,consumer,2024-11-30 06:56:00,65.9,78.2,phone,active
C0617,59,north,enterprise,2025-02-02 10:38:00,56.5,83.6,app,active
C0618,64,airport,consumer,2024-09-01 12:58:00,68.4,72.1,phone,active
C0619,48,north,consumer,2025-10-07 22:42:00,47.2,56.1,app,active
C0620,46,central,consumer,2025-07-03 15:30:00,33.7,63.7,phone,active
C0621,78,central,consumer,2025-06-27 22:00:00,55.3,63.1,app,active
C0622,22,riverside,consumer,2024-01-28 13:46:00,54.2,26.8,phone,dormant
C0623,53,central,sme,2024-08-27 18:56:00,35.8,38.8,phone,active
C0624,74,north,consumer,2024-11-11 06:25:00,48.8,89.0,web,active
C0625,66,central,consumer,2025-09-29 18:04:00,33.0,59.0,phone,active
C0626,45,south,consumer,2025-08-01 05:09:00,61.6,6.0,phone,active
C0627,54,airport,consumer,2024-02-03 00:07:00,53.8,57.9,phone,active
C0628,75,north,consumer,2024-04-19 19:59:00,60.0,63.2,web,dormant
C0629,67,east,sme,2024-06-14 11:09:00,99.0,36.8,partner api,active
C0630,57,central,enterprise,2025-12-18 00:01:00,62.3,100.0,web,active
C0631,44,north,consumer,2024-02-12 04:44:00,65.8,81.4,web,active
C0632,27,ctr,consumer,2025-10-20 20:02:00,69.8,75.5,app,active
C0633,44,central,consumer,2025-12-14 02:47:00,57.6,56.5,partner api,active
C0634,47,central,consumer,2024-02-17 02:54:00,50.3,69.2,app,active
C0635,68,riverside,enterprise,2025-08-27 11:12:00,73.9,76.1,web,active
C0636,60,east,consumer,2025-06-30 21:04:00,76.3,69.1,app,suspended
C0637,70,north,sme,2025-12-29 12:06:00,13.1,47.4,web,active
C0638,37,south,sme,2024-09-09 06:13:00,57.2,63.6,app,active
C0639,22,east,consumer,2024-04-24 01:02:00,54.4,62.5,app,active
C0640,55,north,sme,2025-10-11 02:52:00,50.8,65.6,web,dormant
C0641,46,central,consumer,2025-10-08 20:18:00,79.7,40.3,app,active
C0642,59,north,sme,2025-05-03 03:08:00,51.2,65.0,web,active
C0643,33,north,consumer,2024-04-10 20:13:00,73.6,60.0,web,active
C0644,46,riverside,consumer,2024-10-28 10:21:00,51.1,64.4,app,active
C0645,33,airport,sme,2025-03-09 08:01:00,53.2,63.7,web,active
C0646,64,south,sme,2024-12-25 08:59:00,71.4,32.6,app,active
C0647,42,east,consumer,2024-10-16 01:45:00,59.6,76.1,app,active
C0648,47,airport,consumer,2025-01-11 10:49:00,57.2,74.0,app,active
C0649,75,central,enterprise,2025-09-08 16:30:00,42.1,34.4,app,active
C0650,19,south,consumer,2024-10-21 19:47:00,45.6,58.0,app,dormant
