complaint_id,customer_id_x,order_id,complaint_type,channel,severity,created_at,status,resolution_days,compensation_amount,severity_score,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,customer_id_y,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
CP0114,C0480,O01104,missedpickup,phone,medium,2024-09-27 16:27:00,open,5,0.0,2,26,north,enterprise,2025-03-02 00:55:00,67.6,49.6,app,dormant,C0480,parcel,2024-09-21 16:27:00,12,east,riverside,low,55.13,web,0
CP0115,C0369,O00709,missedpickup,phone,medium,2025-12-14 03:49:00,open,1,32.02,2,42,west,consumer,2025-03-06 02:16:00,47.6,40.7,app,active,C0369,medical,2025-12-09 03:49:00,12,north,airport,critical,49.66,app,0
CP0116,C0287,O00178,damage,app,low,2024-03-31 19:55:00,escalated,3,18.49,1,46,ctr,consumer,2024-08-24 15:57:00,55.4,10.5,web,active,C0287,medical,2024-03-30 19:55:00,4,east,south,low,55.9,app,0
CP0117,C0560,O00831,delay,phone,high,2025-03-07 08:02:00,resolved,11,35.62,3,29,north,sme,2025-06-12 08:19:00,59.0,56.2,web,active,C0560,business,2025-02-27 08:02:00,4,riverside,central,medium,130.28,app,0
CP0118,C0272,O00541,delay,chatbot,low,2024-11-11 02:46:00,awaitingcustomer,3,10.75,1,57,north,consumer,2025-05-16 09:45:00,52.2,24.9,app,active,C0272,retail,2024-11-01 02:46:00,4,west,east,low,126.42,app,0
CP0119,C0142,O00795,delay,email,medium,2025-06-22 13:49:00,awaitingcustomer,12,0.0,2,29,south,consumer,2024-11-29 21:33:00,47.0,61.7,app,active,C0142,retail,2025-06-15 13:49:00,2,riverside,central,medium,42.52,app,0
CP0120,C0558,O00005,missedpickup,phone,medium,2025-02-25 19:32:00,resolved,8,54.41,2,23,south,consumer,2024-06-29 19:47:00,64.3,38.5,phone,active,C0558,retail,2025-02-17 19:32:00,12,riverside,south,low,125.58,phone,0
CP0121,C0421,O00219,billing,phone,medium,2024-06-05 23:42:00,resolved,9,27.42,2,34,central,consumer,2025-03-16 15:08:00,59.0,51.4,app,active,C0421,passenger,2024-05-29 23:42:00,2,east,south,medium,62.84,app,0
CP0122,C0619,O00919,appissue,email,high,2025-02-09 07:06:00,awaitingcustomer,9,35.13,3,48,north,consumer,2025-10-07 22:42:00,47.2,56.1,app,active,C0619,retail,2025-02-01 07:06:00,4,riverside,north,low,229.93,app,0
CP0123,C0361,O01222,driverbehaviour,app,high,2025-09-20 01:14:00,resolved,23,33.77,3,65,south,consumer,2024-01-11 17:19:00,59.6,49.3,web,active,C0361,retail,2025-09-10 01:14:00,12,north,east,critical,105.79,phone,0
CP0124,C0077,O00023,supportexperience,phone,low,2025-10-16 04:59:00,resolved,7,0.0,1,59,north,sme,2024-07-31 19:24:00,61.7,29.0,web,active,C0077,passenger,2025-10-05 04:59:00,4,north,north,medium,122.25,app,0
CP0125,C0647,O01036,appissue,app,low,2024-03-06 19:43:00,resolved,2,3.4,1,42,east,consumer,2024-10-16 01:45:00,59.6,76.1,app,active,C0647,medical,2024-02-28 19:43:00,4,central,north,low,66.82,app,1
CP0126,C0093,O00369,delay,app,medium,2024-10-04 12:27:00,open,15,12.62,2,48,north,consumer,2024-08-16 17:34:00,41.2,56.3,app,active,C0093,business,2024-10-02 12:27:00,6,ctr,riverside,medium,70.75,phone,0
CP0127,C0368,O00737,appissue,app,medium,2024-03-17 03:53:00,resolved,6,1.15,2,23,north,consumer,2025-05-25 21:41:00,49.5,92.7,phone,active,C0368,retail,2024-03-14 03:53:00,2,central,central,medium,117.82,web,1
CP0128,C0142,O00795,missedpickup,email,medium,2025-06-17 13:49:00,escalated,6,16.5,2,29,south,consumer,2024-11-29 21:33:00,47.0,61.7,app,active,C0142,retail,2025-06-15 13:49:00,2,riverside,central,medium,42.52,app,0
CP0129,C0476,O00686,delay,phone,medium,2025-01-13 12:20:00,resolved,4,21.23,2,59,north,consumer,2024-10-04 13:18:00,66.0,69.6,app,active,C0476,retail,2025-01-05 12:20:00,6,east,south,medium,72.67,web,0
CP0130,C0581,O00618,delay,email,high,2025-11-27 10:42:00,awaitingcustomer,12,24.38,3,78,north,consumer,2024-09-27 00:03:00,48.1,68.4,app,dormant,C0581,parcel,2025-11-19 10:42:00,12,central,south,medium,41.64,app,0
CP0131,C0583,O00452,delay,email,high,2025-12-09 09:35:00,open,14,32.48,3,23,airport,consumer,2024-12-24 19:41:00,84.2,66.2,app,dormant,C0583,passenger,2025-11-27 09:35:00,2,central,central,medium,56.63,phone,1
CP0132,C0552,O00368,appissue,phone,high,2024-12-10 22:26:00,resolved,6,41.06,3,41,north,consumer,2024-04-17 08:34:00,62.4,68.2,app,active,C0552,business,2024-12-04 22:26:00,4,central,north,high,89.38,app,1
CP0133,C0480,O01104,delay,app,high,2024-09-21 16:27:00,open,15,38.76,3,26,north,enterprise,2025-03-02 00:55:00,67.6,49.6,app,dormant,C0480,parcel,2024-09-21 16:27:00,12,east,riverside,low,55.13,web,0
CP0134,C0325,O00167,delay,phone,low,2024-04-29 20:46:00,resolved,6,21.16,1,37,south,consumer,2025-07-14 06:15:00,49.4,34.4,app,active,C0325,medical,2024-04-27 20:46:00,24,east,east,medium,24.78,api,0
CP0135,C0610,O00782,delay,app,medium,2024-04-28 01:47:00,escalated,12,21.82,2,55,south,consumer,2025-12-03 16:16:00,65.3,73.5,app,active,C0610,passenger,2024-04-17 01:47:00,2,south,south,medium,37.19,web,0
CP0136,C0412,O00711,delay,chatbot,low,2024-12-15 12:25:00,resolved,3,0.0,1,70,airport,consumer,2025-09-12 10:23:00,70.3,29.9,app,active,C0412,passenger,2024-12-15 12:25:00,2,south,south,high,69.11,web,0
CP0137,C0549,O00838,driverbehaviour,app,medium,2025-02-04 00:04:00,resolved,1,14.08,2,54,airport,consumer,2025-06-27 01:40:00,42.2,72.5,app,active,C0549,passenger,2025-01-25 00:04:00,6,ctr,central,low,48.73,web,0
CP0138,C0400,O00296,damage,phone,high,2024-01-18 17:30:00,escalated,6,31.84,3,33,riverside,consumer,2024-07-31 12:22:00,73.4,46.7,partner api,active,C0400,retail,2024-01-10 17:30:00,6,south,north,medium,10.85,app,0
CP0139,C0368,O00750,supportexperience,phone,high,2024-02-05 07:49:00,resolved,16,46.47,3,23,north,consumer,2025-05-25 21:41:00,49.5,92.7,phone,active,C0368,retail,2024-02-01 07:49:00,6,north,south,low,62.8,phone,1
CP0140,C0177,O00062,missedpickup,email,high,2025-08-01 08:11:00,resolved,11,61.45,3,39,east,consumer,2024-09-28 08:02:00,67.0,43.4,app,suspended,C0177,passenger,2025-07-26 08:11:00,4,west,airport,medium,45.44,web,0
CP0141,C0591,O01046,driverbehaviour,app,medium,2026-01-07 11:24:00,resolved,6,11.71,2,60,west,enterprise,2025-09-19 17:42:00,59.6,35.8,app,active,C0591,retail,2025-12-26 11:24:00,24,south,east,high,169.64,phone,0
CP0142,C0476,O00087,appissue,chatbot,low,2024-11-19 14:07:00,resolved,3,8.27,1,59,north,consumer,2024-10-04 13:18:00,66.0,69.6,app,active,C0476,business,2024-11-12 14:07:00,4,south,north,critical,56.73,phone,0
CP0143,C0508,O00717,supportexperience,phone,medium,2024-12-18 21:04:00,open,3,16.43,2,76,east,consumer,2024-09-09 23:52:00,64.2,66.0,app,active,C0508,retail,2024-12-12 21:04:00,4,east,south,low,72.1,web,0
CP0144,C0078,O01121,delay,chatbot,high,2024-06-14 05:59:00,resolved,10,58.9,3,40,east,consumer,2024-06-01 20:16:00,35.2,24.6,phone,active,C0078,retail,2024-06-03 05:59:00,12,central,south,high,73.49,app,0
CP0145,C0436,O01065,appissue,email,low,2024-07-25 11:49:00,resolved,3,21.27,1,20,riverside,sme,2024-08-27 04:26:00,42.5,57.0,app,active,C0436,parcel,2024-07-20 11:49:00,4,south,south,medium,35.51,web,1
CP0146,C0001,O00666,delay,phone,medium,2025-09-01 20:17:00,resolved,4,0.0,2,26,north,sme,2024-11-27 04:25:00,44.9,69.2,app,active,C0001,parcel,2025-08-26 20:17:00,24,airport,central,low,185.32,app,0
CP0147,C0383,O01172,driverbehaviour,phone,high,2024-09-29 19:02:00,open,15,33.52,3,70,west,consumer,2025-11-12 01:38:00,59.6,84.0,app,active,C0383,medical,2024-09-17 19:02:00,4,north,riverside,medium,111.98,phone,0
CP0148,C0189,O01232,damage,phone,medium,2024-01-22 20:35:00,escalated,9,11.0,2,48,riverside,consumer,2024-08-15 02:16:00,76.6,41.1,app,active,C0189,passenger,2024-01-18 20:35:00,6,west,east,medium,55.4,app,1
CP0149,C0550,O00425,appissue,phone,medium,2024-11-27 08:15:00,resolved,10,38.03,2,39,north,consumer,2025-01-03 14:35:00,89.4,52.4,app,active,C0550,passenger,2024-11-27 08:15:00,4,airport,east,high,78.8,web,0
CP0150,C0546,O00458,damage,app,high,2025-04-18 01:52:00,escalated,16,15.85,3,67,riverside,consumer,2025-10-13 08:43:00,70.1,22.0,web,active,C0546,parcel,2025-04-10 01:52:00,12,ctr,east,high,87.24,api,0
CP0151,C0574,O00729,missedpickup,phone,medium,2026-01-02 22:24:00,resolved,1,0.0,2,54,south,sme,2025-08-26 04:13:00,76.4,57.9,app,active,C0574,parcel,2025-12-22 22:24:00,6,east,east,medium,51.28,app,0
CP0152,C0023,O01101,delay,app,low,2024-01-16 06:59:00,resolved,14,27.41,1,52,south,consumer,2025-06-28 13:49:00,73.1,45.2,web,active,C0023,parcel,2024-01-14 06:59:00,6,riverside,north,medium,38.39,phone,1
CP0153,C0119,O00511,driverbehaviour,chatbot,medium,2024-06-18 09:58:00,resolved,8,20.06,2,65,central,sme,2024-06-03 18:57:00,46.2,54.0,web,dormant,C0119,parcel,2024-06-06 09:58:00,24,west,west,high,150.89,api,0
CP0154,C0630,O00282,delay,app,medium,2024-01-28 04:13:00,open,7,0.0,2,57,central,enterprise,2025-12-18 00:01:00,62.3,100.0,web,active,C0630,parcel,2024-01-20 04:13:00,6,south,west,medium,207.38,web,0
CP0155,C0613,O00999,appissue,email,medium,2024-07-05 10:26:00,escalated,6,18.06,2,40,north,consumer,2025-06-03 00:10:00,45.5,60.7,app,suspended,C0613,retail,2024-06-30 10:26:00,24,riverside,south,high,170.69,web,1
CP0156,C0372,O00943,appissue,chatbot,medium,2025-05-01 08:55:00,resolved,1,0.0,2,34,west,consumer,2024-02-04 22:21:00,26.2,59.4,phone,active,C0372,passenger,2025-04-28 08:55:00,4,north,west,low,157.16,api,1
CP0157,C0169,O00998,appissue,app,low,2024-12-06 01:26:00,awaitingcustomer,2,31.26,1,77,north,consumer,2024-07-19 11:20:00,59.6,69.6,app,dormant,C0169,parcel,2024-11-25 01:26:00,6,north,south,medium,23.86,phone,1
CP0158,C0110,O01131,delay,app,low,2024-08-20 14:20:00,resolved,2,0.0,1,63,east,consumer,2025-10-20 02:53:00,59.6,59.4,phone,active,C0110,medical,2024-08-15 14:20:00,4,airport,north,low,150.77,app,1
CP0159,C0372,O00348,delay,app,high,2025-03-16 22:06:00,escalated,15,34.82,3,34,west,consumer,2024-02-04 22:21:00,26.2,59.4,phone,active,C0372,parcel,2025-03-16 22:06:00,2,north,south,high,58.25,web,0
CP0160,C0248,O01134,delay,phone,medium,2025-04-12 23:59:00,awaitingcustomer,9,25.69,2,59,central,consumer,2025-10-14 11:06:00,71.1,39.9,app,active,C0248,retail,2025-04-02 23:59:00,4,central,south,low,87.01,app,0
CP0161,C0107,O01080,billing,email,high,2025-05-01 10:04:00,open,9,46.94,3,64,airport,consumer,2024-07-28 15:39:00,46.2,43.1,phone,dormant,C0107,passenger,2025-04-26 10:04:00,1,ctr,north,high,65.57,app,1
CP0162,C0138,O00801,missedpickup,phone,medium,2024-04-02 14:49:00,awaitingcustomer,6,22.27,2,74,south,consumer,2024-07-06 19:00:00,93.2,90.8,web,active,C0138,retail,2024-03-29 14:49:00,6,south,north,medium,111.28,app,0
CP0163,C0326,O00045,billing,app,medium,2024-02-19 18:38:00,open,3,11.17,2,60,west,consumer,2024-04-02 05:21:00,64.6,47.3,unknown,active,C0326,parcel,2024-02-13 18:38:00,6,south,airport,critical,56.64,,0
CP0164,C0062,O00468,delay,chatbot,medium,2024-04-01 10:24:00,resolved,13,3.0,2,33,central,consumer,2025-09-16 18:20:00,55.5,63.7,web,active,C0062,retail,2024-03-29 10:24:00,2,east,south,medium,22.82,app,0
CP0165,C0161,O00003,appissue,phone,medium,2025-09-07 14:37:00,open,2,8.66,2,42,north,consumer,2024-06-07 22:41:00,87.1,36.6,app,active,C0161,passenger,2025-09-02 14:37:00,4,west,airport,high,33.5,phone,0
CP0166,C0465,O00910,driverbehaviour,phone,medium,2025-08-01 03:46:00,open,11,18.57,2,65,airport,consumer,2025-09-05 23:41:00,82.4,63.5,app,active,C0465,business,2025-07-24 03:46:00,6,north,north,medium,159.86,app,0
CP0167,C0578,O00837,damage,chatbot,low,2024-04-26 16:50:00,resolved,1,11.75,1,63,ctr,sme,2024-06-01 14:06:00,74.1,46.0,app,active,C0578,parcel,2024-04-18 16:50:00,24,east,west,low,35.47,app,0
CP0168,C0628,O00752,driverbehaviour,email,medium,2025-06-01 08:27:00,resolved,10,30.4,2,75,north,consumer,2024-04-19 19:59:00,60.0,63.2,web,dormant,C0628,retail,2025-05-31 08:27:00,2,riverside,central,medium,119.26,web,0
CP0169,C0419,O00879,missedpickup,app,medium,2025-07-08 00:21:00,resolved,9,11.78,2,58,central,consumer,2025-05-01 22:29:00,30.9,77.9,app,active,C0419,medical,2025-07-04 00:21:00,4,south,west,low,123.72,app,0
CP0170,C0242,O00512,driverbehaviour,app,high,2024-10-01 10:35:00,resolved,16,54.34,3,21,east,consumer,2025-12-18 16:08:00,83.8,48.9,web,active,C0242,parcel,2024-09-21 10:35:00,4,north,central,critical,10.74,app,0
CP0171,C0020,O00880,appissue,phone,medium,2024-08-30 17:56:00,escalated,14,18.37,2,67,north,sme,2025-07-14 22:04:00,55.5,60.8,app,active,C0020,parcel,2024-08-24 17:56:00,24,south,north,low,51.19,app,1
CP0172,C0629,O00216,delay,app,low,2025-05-20 10:14:00,resolved,11,0.0,1,67,east,sme,2024-06-14 11:09:00,99.0,36.8,partner api,active,C0629,retail,2025-05-10 10:14:00,4,north,west,critical,220.83,,0
CP0173,C0212,O00544,delay,app,medium,2024-06-25 19:25:00,resolved,3,52.43,2,27,riverside,consumer,2024-05-23 12:22:00,70.7,100.0,web,dormant,C0212,retail,2024-06-14 19:25:00,24,central,west,low,53.15,phone,0
CP0174,C0116,O00594,driverbehaviour,chatbot,high,2024-03-16 19:40:00,open,9,0.0,3,64,riverside,consumer,2025-02-09 14:25:00,65.6,55.5,web,active,C0116,retail,2024-03-11 19:40:00,4,central,east,medium,149.86,app,1
CP0175,C0317,O00551,damage,phone,low,2024-06-19 11:10:00,escalated,11,11.99,1,19,south,consumer,2025-11-02 07:19:00,65.2,86.0,app,dormant,C0317,retail,2024-06-16 11:10:00,6,ctr,east,high,82.67,phone,0
CP0176,C0073,O00309,delay,chatbot,medium,2025-10-20 11:57:00,resolved,6,36.04,2,48,east,consumer,2024-02-23 03:00:00,55.7,52.9,phone,active,C0073,parcel,2025-10-13 11:57:00,1,south,airport,medium,175.54,phone,0
CP0177,C0046,O00839,delay,chatbot,low,2024-02-09 17:41:00,resolved,2,14.06,1,72,ctr,sme,2024-06-21 19:07:00,84.8,38.5,app,active,C0046,parcel,2024-01-31 17:41:00,6,riverside,west,low,229.63,app,0
CP0178,C0279,O01244,delay,phone,high,2025-03-14 06:32:00,resolved,10,0.0,3,75,south,consumer,2025-06-02 14:17:00,62.8,52.6,web,active,C0279,passenger,2025-03-06 06:32:00,24,airport,north,high,58.93,phone,0
CP0179,C0509,O00441,appissue,app,low,2025-04-12 12:25:00,resolved,1,16.17,1,77,west,consumer,2024-07-16 01:56:00,59.6,68.5,web,dormant,C0509,passenger,2025-04-01 12:25:00,12,east,central,critical,77.58,app,0
CP0180,C0485,O00378,damage,chatbot,high,2024-04-07 19:50:00,escalated,18,38.34,3,41,riverside,sme,2024-04-02 12:36:00,52.4,27.0,app,active,C0485,retail,2024-03-29 19:50:00,6,north,north,high,172.56,web,1
CP0181,C0384,O00965,supportexperience,chatbot,medium,2024-10-04 14:59:00,open,3,31.97,2,24,riverside,consumer,2024-05-29 12:03:00,67.4,53.4,web,active,C0384,passenger,2024-09-28 14:59:00,6,east,north,low,76.97,web,0
CP0182,C0012,O01157,appissue,phone,low,2024-07-09 19:51:00,open,12,15.45,1,60,airport,consumer,2025-02-10 01:14:00,46.3,74.4,app,active,C0012,parcel,2024-07-08 19:51:00,1,riverside,east,high,123.37,web,0
CP0183,C0122,O00259,supportexperience,chatbot,medium,2025-09-13 09:55:00,escalated,4,20.4,2,40,central,consumer,2025-11-04 11:09:00,74.2,49.8,web,active,C0122,retail,2025-09-09 09:55:00,24,south,east,high,172.55,app,1
CP0184,C0025,O00161,missedpickup,phone,medium,2024-08-20 17:36:00,open,3,19.47,2,23,riverside,consumer,2025-04-09 11:19:00,55.5,52.8,app,active,C0025,parcel,2024-08-19 17:36:00,12,south,airport,high,123.09,phone,0
CP0185,C0100,O01151,missedpickup,email,medium,2024-07-03 12:48:00,resolved,6,5.59,2,34,ctr,consumer,2024-01-30 00:50:00,28.0,28.6,web,active,C0100,retail,2024-06-26 12:48:00,12,south,north,medium,94.09,app,0
CP0186,C0391,O00817,delay,app,medium,2026-01-02 07:45:00,awaitingcustomer,13,13.55,2,64,west,consumer,2024-06-18 10:12:00,84.1,81.3,app,active,C0391,retail,2025-12-31 07:45:00,2,north,south,low,208.48,phone,0
CP0187,C0259,O00351,delay,email,low,2024-04-27 03:31:00,escalated,10,1.93,1,43,central,consumer,2024-07-29 07:47:00,78.3,42.2,app,dormant,C0259,parcel,2024-04-22 03:31:00,1,airport,west,medium,20.77,web,1
CP0188,C0139,O00404,billing,phone,low,2025-10-19 20:55:00,resolved,7,8.19,1,60,central,sme,2024-06-02 05:09:00,51.7,71.5,app,active,C0139,passenger,2025-10-17 20:55:00,1,south,airport,medium,213.39,phone,0
CP0189,C0517,O00166,delay,chatbot,medium,2025-06-08 17:32:00,resolved,9,19.84,2,66,riverside,consumer,2025-01-11 14:32:00,38.5,65.7,app,active,C0517,passenger,2025-05-30 17:32:00,4,east,south,medium,76.66,app,0
CP0190,C0138,O00801,damage,app,low,2024-03-31 14:49:00,awaitingcustomer,6,7.16,1,74,south,consumer,2024-07-06 19:00:00,93.2,90.8,web,active,C0138,retail,2024-03-29 14:49:00,6,south,north,medium,111.28,app,0
CP0191,C0358,O00840,delay,phone,medium,2024-04-07 16:35:00,open,11,14.02,2,22,south,consumer,2024-11-03 16:37:00,38.7,69.7,web,active,C0358,passenger,2024-03-28 16:35:00,6,south,east,medium,142.01,web,0
CP0192,C0032,O00440,appissue,email,medium,2024-12-15 02:05:00,resolved,2,18.72,2,69,west,consumer,2024-06-17 10:09:00,85.0,40.5,phone,dormant,C0032,passenger,2024-12-03 02:05:00,12,east,east,high,56.81,app,0
CP0193,C0612,O00467,delay,phone,medium,2024-10-13 16:16:00,awaitingcustomer,1,15.83,2,53,central,consumer,2024-08-10 02:56:00,82.3,74.0,app,active,C0612,passenger,2024-10-08 16:16:00,2,north,south,high,193.9,web,0
CP0194,C0172,O00330,missedpickup,app,medium,2025-04-11 06:37:00,resolved,1,6.47,2,28,north,consumer,2025-04-14 14:45:00,75.4,67.4,unknown,active,C0172,medical,2025-04-08 06:37:00,1,west,riverside,medium,49.61,web,0
CP0195,C0110,O01131,delay,phone,high,2024-08-18 14:20:00,open,8,32.61,3,63,east,consumer,2025-10-20 02:53:00,59.6,59.4,phone,active,C0110,medical,2024-08-15 14:20:00,4,airport,north,low,150.77,app,1
CP0196,C0505,O01135,damage,phone,medium,2024-11-20 19:03:00,resolved,12,22.87,2,36,north,consumer,2024-08-11 01:25:00,51.9,100.0,phone,active,C0505,parcel,2024-11-18 19:03:00,4,west,west,high,103.41,web,0
CP0197,C0611,O00128,delay,phone,medium,2026-01-04 13:56:00,awaitingcustomer,9,0.0,2,43,airport,consumer,2024-10-29 20:59:00,37.2,61.2,partner api,active,C0611,medical,2025-12-28 13:56:00,24,airport,airport,medium,136.66,app,0
CP0198,C0621,O00609,delay,phone,medium,2024-09-17 07:15:00,resolved,2,8.38,2,78,central,consumer,2025-06-27 22:00:00,55.3,63.1,app,active,C0621,parcel,2024-09-15 07:15:00,12,east,east,low,71.86,app,0
CP0199,C0180,O01018,driverbehaviour,app,high,2024-03-04 13:58:00,awaitingcustomer,13,25.05,3,64,west,consumer,2025-11-23 08:25:00,50.3,58.9,phone,active,C0180,parcel,2024-02-22 13:58:00,12,west,airport,medium,98.9,app,0
CP0200,C0256,O00267,driverbehaviour,phone,medium,2024-01-28 20:20:00,awaitingcustomer,1,8.85,2,58,ctr,sme,2025-11-06 16:04:00,45.7,46.7,phone,active,C0256,parcel,2024-01-16 20:20:00,6,airport,north,low,98.71,app,0
CP0201,C0168,O00485,delay,chatbot,medium,2024-12-01 01:17:00,resolved,13,24.03,2,70,riverside,consumer,2025-02-17 10:26:00,54.3,69.4,web,active,C0168,passenger,2024-11-27 01:17:00,1,north,ctr,high,95.19,api,0
CP0202,C0422,O00529,missedpickup,phone,medium,2025-08-21 17:48:00,resolved,7,6.73,2,71,riverside,consumer,2025-05-23 05:00:00,77.3,70.9,web,active,C0422,retail,2025-08-20 17:48:00,4,east,airport,medium,355.62,app,0
CP0203,C0279,O01030,driverbehaviour,phone,medium,2025-09-10 08:36:00,resolved,4,12.46,2,75,south,consumer,2025-06-02 14:17:00,62.8,52.6,web,active,C0279,parcel,2025-08-29 08:36:00,6,ctr,west,high,186.34,web,1
CP0204,C0140,O00720,delay,chatbot,medium,2024-08-30 18:27:00,open,4,0.0,2,21,airport,consumer,2025-04-29 19:46:00,80.0,87.2,partner api,active,C0140,business,2024-08-29 18:27:00,2,airport,airport,high,111.88,app,0
CP0205,C0104,O01005,missedpickup,app,medium,2025-05-11 17:35:00,awaitingcustomer,5,20.67,2,39,east,consumer,2024-12-23 11:05:00,66.2,28.6,app,active,C0104,business,2025-05-01 17:35:00,12,riverside,south,high,127.67,app,0
CP0206,C0627,O01119,driverbehaviour,app,medium,2024-04-08 09:03:00,resolved,1,13.45,2,54,airport,consumer,2024-02-03 00:07:00,53.8,57.9,phone,active,C0627,medical,2024-04-01 09:03:00,6,ctr,north,medium,47.89,phone,0
CP0207,C0173,O00792,appissue,email,low,2025-02-08 06:22:00,awaitingcustomer,12,0.0,1,76,riverside,consumer,2024-01-19 12:21:00,78.5,49.1,app,suspended,C0173,retail,2025-02-02 06:22:00,4,riverside,south,medium,156.57,app,0
CP0208,C0510,O01125,appissue,phone,high,2025-06-26 11:43:00,awaitingcustomer,20,26.22,3,42,west,consumer,2025-07-29 21:02:00,67.4,49.0,app,active,C0510,parcel,2025-06-17 11:43:00,12,west,central,low,47.38,phone,0
CP0209,C0447,O00171,missedpickup,email,low,2025-05-08 02:08:00,escalated,7,9.0,1,42,north,consumer,2024-03-07 12:16:00,28.5,43.4,app,active,C0447,parcel,2025-05-01 02:08:00,1,airport,airport,critical,63.41,app,0
CP0210,C0335,O00229,missedpickup,chatbot,medium,2024-09-11 04:43:00,resolved,10,28.12,2,33,north,sme,2025-08-11 11:08:00,45.3,34.6,app,active,C0335,passenger,2024-08-31 04:43:00,6,central,riverside,medium,33.48,app,0
CP0211,C0191,O00125,delay,app,low,2025-09-18 16:27:00,resolved,11,13.79,1,27,north,consumer,2024-12-13 17:26:00,58.9,34.1,web,active,C0191,retail,2025-09-17 16:27:00,24,west,south,medium,70.05,app,0
CP0212,C0095,O01064,missedpickup,app,medium,2025-12-27 18:49:00,resolved,3,19.18,2,23,south,sme,2024-08-16 19:51:00,50.8,61.7,app,suspended,C0095,passenger,2025-12-22 18:49:00,12,central,airport,medium,48.29,app,1
CP0213,C0368,O00629,delay,email,medium,2024-10-11 05:44:00,awaitingcustomer,3,22.87,2,23,north,consumer,2025-05-25 21:41:00,49.5,92.7,phone,active,C0368,retail,2024-10-04 05:44:00,6,riverside,south,low,55.3,app,1
CP0214,C0145,O00048,missedpickup,app,high,2024-11-27 06:49:00,resolved,12,61.85,3,34,airport,consumer,2024-09-11 06:17:00,99.0,30.6,unknown,active,C0145,medical,2024-11-22 06:49:00,4,riverside,north,low,43.37,app,0
CP0215,C0533,O00927,supportexperience,chatbot,high,2025-05-17 03:53:00,resolved,15,29.11,3,35,south,consumer,2025-12-10 03:12:00,46.9,65.4,app,active,C0533,medical,2025-05-07 03:53:00,6,north,west,medium,76.32,app,0
CP0216,C0084,O00644,delay,app,medium,2025-11-04 08:47:00,resolved,4,32.45,2,33,airport,consumer,2024-12-16 23:16:00,55.8,61.9,web,active,C0084,business,2025-11-03 08:47:00,6,east,airport,high,6.28,app,0
CP0217,C0571,O00941,driverbehaviour,phone,medium,2024-08-18 12:54:00,resolved,1,6.19,2,33,south,consumer,2024-11-07 03:33:00,44.1,36.5,phone,active,C0571,passenger,2024-08-12 12:54:00,1,west,west,high,110.52,web,0
CP0218,C0171,O01039,missedpickup,app,medium,2025-05-13 10:43:00,resolved,7,19.7,2,47,south,consumer,2024-01-20 10:35:00,82.4,81.9,phone,active,C0171,passenger,2025-05-01 10:43:00,6,west,riverside,low,84.17,app,1
CP0219,C0232,O00540,delay,phone,medium,2024-07-03 03:50:00,resolved,6,22.23,2,45,south,sme,2025-02-07 00:19:00,27.7,70.8,app,active,C0232,retail,2024-07-02 03:50:00,4,east,west,high,142.72,web,0
CP0220,C0097,O00254,appissue,email,low,2024-09-25 17:01:00,awaitingcustomer,1,8.94,1,46,airport,sme,2025-02-14 23:51:00,55.6,39.2,web,active,C0097,parcel,2024-09-20 17:01:00,4,north,west,medium,115.81,app,0
CP0221,C0032,O01034,delay,email,low,2025-06-24 08:43:00,resolved,11,8.34,1,69,west,consumer,2024-06-17 10:09:00,85.0,40.5,phone,dormant,C0032,business,2025-06-20 08:43:00,24,east,south,medium,9.2,web,0
CP0222,C0282,O00751,delay,email,low,2024-07-01 00:51:00,resolved,4,4.39,1,29,riverside,consumer,2024-04-02 04:47:00,71.4,75.6,web,active,C0282,business,2024-06-26 00:51:00,4,north,west,medium,152.61,phone,0
CP0223,C0529,O01136,delay,app,low,2024-04-25 14:05:00,resolved,6,2.44,1,41,riverside,sme,2025-06-07 02:03:00,43.2,51.5,app,active,C0529,retail,2024-04-17 14:05:00,1,ctr,north,low,123.74,,1
CP0224,C0564,O00950,delay,chatbot,low,2025-05-22 02:25:00,resolved,14,25.81,1,64,east,consumer,2024-08-14 04:18:00,48.6,72.0,web,active,C0564,passenger,2025-05-18 02:25:00,24,south,airport,medium,82.99,phone,0
CP0225,C0531,O00082,missedpickup,phone,medium,2024-07-30 03:44:00,open,11,20.66,2,74,central,sme,2024-05-19 00:54:00,46.7,66.5,partner api,dormant,C0531,retail,2024-07-30 03:44:00,12,central,west,medium,36.55,app,0
CP0226,C0292,O01129,delay,chatbot,low,2025-03-26 15:04:00,resolved,1,6.68,1,24,south,consumer,2025-03-02 11:24:00,73.2,57.9,app,active,C0292,medical,2025-03-23 15:04:00,6,north,airport,low,139.29,app,0
CP0227,C0026,O00621,driverbehaviour,phone,medium,2025-05-17 19:01:00,resolved,8,9.16,2,34,north,enterprise,2024-09-11 05:44:00,70.6,74.8,phone,active,C0026,parcel,2025-05-15 19:01:00,12,airport,airport,medium,103.8,app,0
CP0228,C0242,O00920,delay,email,medium,2024-08-02 11:42:00,open,8,8.1,2,21,east,consumer,2025-12-18 16:08:00,83.8,48.9,web,active,C0242,passenger,2024-08-01 11:42:00,12,riverside,east,low,74.71,app,0
