order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O00331,C0399,parcel,2024-02-23 06:54:00,6,riverside,east,medium,36.77,app,0
O00332,C0110,business,2025-01-04 01:49:00,12,north,riverside,medium,93.33,phone,0
O00333,C0123,medical,2025-03-25 05:27:00,6,east,central,medium,71.97,app,0
O00334,C0500,parcel,2024-05-23 09:43:00,4,riverside,south,high,62.54,api,0
O00335,C0482,passenger,2024-01-26 03:09:00,24,north,airport,high,227.61,api,1
O00336,C0115,retail,2024-01-10 04:58:00,6,west,ctr,critical,108.38,app,0
O00337,C0463,retail,2024-11-05 04:32:00,6,west,airport,critical,68.13,app,1
O00338,C0648,passenger,2024-12-26 03:48:00,6,riverside,riverside,medium,38.31,app,0
O00339,C0301,medical,2024-06-21 14:43:00,2,airport,north,high,238.92,web,0
O00340,C0127,retail,2025-02-10 02:26:00,2,ctr,airport,high,89.8,app,0
O00341,C0026,retail,2024-12-13 20:58:00,4,riverside,east,medium,36.59,app,0
O00342,C0643,passenger,2025-11-12 22:25:00,6,north,south,low,187.9,web,0
O00343,C0184,business,2024-12-09 01:37:00,2,ctr,south,medium,81.36,app,0
O00344,C0594,parcel,2024-08-28 06:50:00,6,central,north,medium,104.62,api,1
O00345,C0337,retail,2025-10-04 22:00:00,6,east,central,high,27.35,phone,0
O00346,C0500,retail,2024-02-08 04:32:00,2,riverside,east,medium,84.74,app,0
O00347,C0004,parcel,2025-09-01 07:36:00,12,south,south,medium,78.58,,0
O00348,C0372,parcel,2025-03-16 22:06:00,2,north,south,high,58.25,web,0
O00349,C0161,business,2024-01-21 01:57:00,2,north,central,medium,55.21,api,0
O00350,C0197,retail,2024-11-20 02:56:00,4,east,west,high,13.42,app,0
O00351,C0259,parcel,2024-04-22 03:31:00,1,airport,west,medium,20.77,web,1
O00352,C0097,parcel,2024-05-19 16:27:00,4,airport,north,low,271.29,app,0
O00353,C0354,business,2024-01-03 05:14:00,4,west,airport,low,135.85,phone,0
O00354,C0154,parcel,2025-12-02 17:09:00,2,east,riverside,low,78.37,web,0
O00355,C0006,passenger,2025-10-10 23:34:00,4,riverside,riverside,medium,59.47,app,0
O00356,C0430,medical,2025-05-27 03:33:00,4,riverside,airport,medium,64.6,app,0
O00357,C0608,retail,2024-12-28 15:58:00,2,central,south,medium,171.28,phone,0
O00358,C0273,passenger,2024-03-20 11:13:00,4,riverside,central,low,94.51,app,0
O00359,C0048,passenger,2024-08-17 23:04:00,24,east,central,high,134.58,web,0
O00360,C0506,passenger,2024-10-06 22:11:00,1,central,central,high,111.56,app,0
O00361,C0345,business,2024-01-16 08:17:00,1,east,south,low,256.22,app,0
O00362,C0586,medical,2024-03-11 01:12:00,4,central,riverside,high,43.69,phone,0
O00363,C0230,passenger,2025-06-04 01:26:00,4,riverside,south,high,35.91,app,1
O00364,C0354,medical,2025-07-23 11:17:00,12,west,central,critical,114.81,app,0
O00365,C0237,medical,2024-01-11 10:44:00,4,east,west,low,21.18,phone,1
O00366,C0592,business,2024-02-12 20:29:00,24,central,south,high,52.46,app,0
O00367,C0162,passenger,2025-07-11 09:35:00,4,south,north,high,46.71,phone,0
O00368,C0552,business,2024-12-04 22:26:00,4,central,north,high,89.38,app,1
O00369,C0093,business,2024-10-02 12:27:00,6,ctr,riverside,medium,70.75,phone,0
O00370,C0021,parcel,2024-11-21 17:26:00,4,south,south,high,74.04,phone,0
O00371,C0530,business,2025-01-27 04:24:00,4,north,north,medium,73.83,web,1
O00372,C0536,parcel,2025-01-29 13:51:00,2,south,riverside,low,57.99,app,1
O00373,C0372,parcel,2024-05-26 20:00:00,24,north,central,medium,95.4,app,0
O00374,C0343,parcel,2024-09-01 19:32:00,24,north,riverside,medium,93.34,web,0
O00375,C0012,medical,2024-09-17 22:39:00,4,central,east,high,150.39,phone,0
O00376,C0286,passenger,2025-01-21 07:52:00,12,north,west,critical,33.38,api,0
O00377,C0131,retail,2024-07-22 21:07:00,12,airport,east,medium,213.06,app,1
O00378,C0485,retail,2024-03-29 19:50:00,6,north,north,high,172.56,web,1
O00379,C0648,parcel,2024-02-04 22:03:00,4,north,east,medium,52.58,web,0
O00380,C0057,passenger,2025-02-19 22:35:00,6,north,north,low,95.96,app,0
O00381,C0420,parcel,2024-11-28 21:41:00,24,east,west,low,67.67,web,0
O00382,C0463,retail,2025-03-29 17:42:00,6,central,riverside,high,54.18,api,0
O00383,C0442,retail,2024-11-19 14:36:00,4,west,east,critical,109.08,app,0
O00384,C0469,medical,2024-01-01 15:47:00,4,ctr,central,low,12.58,web,0
O00385,C0646,passenger,2025-10-24 15:32:00,4,riverside,riverside,medium,226.69,phone,0
O00386,C0250,medical,2024-12-16 18:34:00,6,central,ctr,medium,95.67,web,0
O00387,C0470,passenger,2025-01-24 07:52:00,1,south,east,high,107.34,phone,0
O00388,C0292,retail,2025-10-06 23:55:00,4,north,riverside,high,66.17,app,0
O00389,C0361,passenger,2025-01-22 11:45:00,4,central,riverside,low,65.05,app,0
O00390,C0150,passenger,2024-03-06 12:33:00,6,north,north,medium,42.46,web,0
O00391,C0541,retail,2024-09-29 19:42:00,1,west,riverside,high,12.76,api,0
O00392,C0356,retail,2025-11-24 10:04:00,6,east,riverside,medium,73.04,app,0
O00393,C0573,parcel,2025-10-05 17:42:00,4,central,east,low,64.93,web,0
O00394,C0479,retail,2024-08-16 19:48:00,12,airport,west,medium,71.08,app,1
O00395,C0060,passenger,2024-09-28 08:58:00,1,west,east,medium,20.16,web,0
O00396,C0475,retail,2025-04-29 23:22:00,12,central,east,medium,63.67,app,0
O00397,C0417,parcel,2025-06-18 18:30:00,12,airport,south,medium,42.94,app,1
O00398,C0382,business,2025-08-07 07:09:00,4,east,airport,medium,56.33,app,0
O00399,C0644,parcel,2024-03-08 16:23:00,4,central,airport,low,30.74,app,0
O00400,C0426,retail,2025-06-20 06:33:00,6,north,east,high,145.15,web,1
O00401,C0252,medical,2024-06-22 11:15:00,24,east,airport,low,28.61,web,0
O00402,C0104,retail,2025-11-20 05:09:00,4,west,east,medium,121.87,app,1
O00403,C0573,business,2025-11-08 14:11:00,4,riverside,airport,critical,44.48,api,1
O00404,C0139,passenger,2025-10-17 20:55:00,1,south,airport,medium,213.39,phone,0
O00405,C0055,business,2024-02-14 10:24:00,6,ctr,riverside,critical,142.88,app,0
O00406,C0631,retail,2025-01-05 13:07:00,2,airport,riverside,critical,59.17,app,0
O00407,C0575,medical,2025-02-23 04:44:00,12,west,ctr,high,189.02,web,0
O00408,C0446,parcel,2024-09-14 12:06:00,24,north,west,high,58.75,app,0
O00409,C0065,passenger,2025-01-08 11:42:00,6,south,north,medium,38.48,app,0
O00410,C0174,medical,2025-06-19 16:19:00,1,east,west,medium,39.34,phone,1
O00411,C0497,business,2025-04-08 21:05:00,4,central,central,medium,71.11,app,0
O00412,C0601,passenger,2024-10-08 12:18:00,6,north,airport,critical,54.76,app,0
O00413,C0183,passenger,2025-04-01 22:07:00,4,airport,north,low,35.52,app,0
O00414,C0023,parcel,2025-04-05 20:30:00,6,south,west,medium,283.98,app,0
O00415,C0591,retail,2024-06-27 16:09:00,4,ctr,riverside,medium,19.76,app,0
O00416,C0552,medical,2024-01-07 21:08:00,2,airport,airport,high,26.83,app,0
O00417,C0486,retail,2025-01-10 15:33:00,4,south,riverside,low,113.56,,0
O00418,C0467,passenger,2025-11-07 07:39:00,12,riverside,south,critical,46.83,web,0
O00419,C0013,retail,2025-01-14 16:21:00,24,west,east,medium,187.6,app,0
O00420,C0506,business,2025-01-25 08:01:00,4,riverside,east,low,40.04,phone,0
O00421,C0599,parcel,2025-07-23 06:00:00,24,riverside,east,medium,37.25,app,0
O00422,C0034,passenger,2025-08-07 08:03:00,6,central,west,medium,15.05,app,0
O00423,C0403,passenger,2025-08-27 05:19:00,2,south,riverside,high,189.36,phone,0
O00424,C0563,business,2025-07-11 08:58:00,12,riverside,west,medium,43.18,app,0
O00425,C0550,passenger,2024-11-27 08:15:00,4,airport,east,high,78.8,web,0
O00426,C0383,business,2024-09-28 14:05:00,2,riverside,riverside,low,82.0,web,0
O00427,C0151,parcel,2025-06-21 20:31:00,1,ctr,west,medium,166.06,app,0
O00428,C0275,medical,2024-03-31 06:08:00,1,west,airport,high,72.42,web,0
O00429,C0466,passenger,2025-03-09 09:39:00,1,riverside,south,medium,20.27,app,0
O00430,C0029,retail,2025-01-15 01:45:00,12,central,south,medium,40.49,api,0
O00431,C0425,retail,2025-03-29 12:23:00,4,south,riverside,medium,24.45,app,0
O00432,C0648,retail,2024-02-12 22:48:00,4,central,west,high,158.21,web,0
O00433,C0633,retail,2024-10-29 13:27:00,12,ctr,central,medium,85.59,phone,0
O00434,C0500,parcel,2025-10-25 19:51:00,1,airport,riverside,high,45.89,app,0
O00435,C0102,retail,2024-09-19 11:15:00,4,south,ctr,medium,47.28,phone,1
O00436,C0218,medical,2025-01-29 18:08:00,1,airport,north,critical,56.57,web,0
O00437,C0618,retail,2025-09-25 06:54:00,4,airport,riverside,medium,98.88,app,0
O00438,C0491,business,2025-12-29 18:23:00,4,north,west,low,27.39,phone,0
O00439,C0577,medical,2024-03-05 21:13:00,1,north,ctr,high,53.87,web,0
O00440,C0032,passenger,2024-12-03 02:05:00,12,east,east,high,56.81,app,0
O00441,C0509,passenger,2025-04-01 12:25:00,12,east,central,critical,77.58,app,0
O00442,C0080,business,2025-06-22 13:31:00,4,ctr,west,high,81.32,api,1
O00443,C0378,parcel,2025-10-20 00:06:00,12,north,riverside,medium,63.8,app,1
O00444,C0319,retail,2025-08-30 18:29:00,4,west,airport,medium,23.99,phone,0
O00445,C0054,passenger,2025-04-18 22:53:00,2,south,riverside,high,68.98,app,0
O00446,C0172,passenger,2025-03-22 13:30:00,12,airport,east,medium,233.36,web,0
O00447,C0082,retail,2024-06-29 02:28:00,1,west,east,medium,24.57,phone,0
O00448,C0487,medical,2025-02-11 15:08:00,4,central,north,low,68.78,web,0
O00449,C0544,passenger,2025-06-08 00:42:00,2,north,airport,low,102.53,app,0
O00450,C0527,retail,2024-08-25 23:12:00,2,riverside,riverside,low,31.33,app,0
O00451,C0012,retail,2025-02-15 17:02:00,12,east,riverside,critical,97.23,phone,0
O00452,C0583,passenger,2025-11-27 09:35:00,2,central,central,medium,56.63,phone,1
O00453,C0224,retail,2024-12-04 12:49:00,6,south,west,medium,27.48,phone,0
O00454,C0251,medical,2025-04-15 03:05:00,12,west,north,medium,51.66,app,0
O00455,C0178,passenger,2024-08-14 02:36:00,6,airport,airport,high,144.79,app,0
O00456,C0124,parcel,2024-01-16 03:31:00,2,east,riverside,high,87.85,app,0
O00457,C0396,parcel,2024-03-31 06:36:00,12,east,east,medium,123.49,app,0
O00458,C0546,parcel,2025-04-10 01:52:00,12,ctr,east,high,87.24,api,0
O00459,C0478,retail,2025-11-28 06:45:00,24,south,south,low,203.99,app,0
O00460,C0097,passenger,2024-12-09 15:55:00,4,central,north,low,72.35,web,0
O00461,C0153,passenger,2024-02-26 17:44:00,4,west,east,critical,55.94,web,0
O00462,C0381,parcel,2025-03-03 18:08:00,6,riverside,east,medium,55.77,app,0
O00463,C0370,medical,2025-02-20 01:55:00,2,east,central,low,96.83,app,0
O00464,C0063,parcel,2025-10-03 04:20:00,2,south,east,critical,51.61,phone,0
O00465,C0149,medical,2024-12-08 06:33:00,2,east,north,low,20.53,app,0
O00466,C0028,business,2024-01-07 05:34:00,6,west,airport,high,88.87,web,0
O00467,C0612,passenger,2024-10-08 16:16:00,2,north,south,high,193.9,web,0
O00468,C0062,retail,2024-03-29 10:24:00,2,east,south,medium,22.82,app,0
O00469,C0186,parcel,2024-09-18 21:54:00,4,east,east,low,92.55,app,0
O00470,C0265,business,2024-11-01 17:25:00,12,east,east,low,131.93,web,0
O00471,C0346,passenger,2025-06-07 13:43:00,6,east,airport,medium,69.38,web,0
O00472,C0636,parcel,2024-02-22 09:19:00,4,south,riverside,medium,287.3,web,0
O00473,C0266,medical,2024-09-11 12:51:00,2,east,airport,high,40.6,app,1
O00474,C0029,medical,2025-03-22 17:16:00,2,airport,central,medium,283.42,phone,0
O00475,C0498,passenger,2024-11-08 06:08:00,24,central,west,high,156.78,app,0
O00476,C0078,passenger,2024-02-23 06:34:00,24,west,east,low,89.17,app,0
O00477,C0441,passenger,2025-10-29 11:59:00,2,west,central,medium,189.25,phone,0
O00478,C0521,medical,2025-04-20 21:31:00,2,west,south,critical,160.09,app,0
O00479,C0226,retail,2025-12-27 18:09:00,12,central,north,low,87.76,app,0
O00480,C0088,passenger,2025-01-09 10:12:00,6,east,west,low,51.54,phone,0
O00481,C0010,retail,2025-04-12 22:35:00,1,south,west,medium,10.74,api,1
O00482,C0268,retail,2025-11-10 01:46:00,6,east,west,medium,114.62,phone,0
O00483,C0285,business,2024-11-17 00:34:00,1,riverside,north,medium,117.11,phone,0
O00484,C0152,parcel,2024-03-10 13:36:00,24,east,riverside,critical,134.61,app,0
O00485,C0168,passenger,2024-11-27 01:17:00,1,north,ctr,high,95.19,api,0
O00486,C0316,retail,2024-08-12 14:18:00,2,central,north,high,50.89,app,0
O00487,C0263,passenger,2024-07-24 22:13:00,4,riverside,west,medium,57.27,phone,0
O00488,C0050,medical,2025-08-29 19:29:00,4,north,south,low,111.27,phone,0
O00489,C0483,medical,2025-02-19 23:28:00,24,central,east,medium,41.11,web,1
O00490,C0562,retail,2024-07-27 06:03:00,4,north,south,low,73.56,app,0
O00491,C0460,business,2024-07-03 13:54:00,1,south,west,critical,41.62,app,1
O00492,C0243,retail,2025-10-16 03:03:00,6,west,south,critical,70.04,app,0
O00493,C0370,parcel,2024-05-20 02:52:00,6,east,north,critical,55.91,web,0
O00494,C0304,parcel,2025-09-02 15:11:00,1,east,airport,medium,50.08,app,0
O00495,C0590,passenger,2024-01-15 23:35:00,6,east,south,low,133.15,app,0
O00496,C0627,passenger,2024-06-17 15:14:00,4,south,airport,critical,117.66,app,0
O00497,C0631,medical,2025-11-21 23:43:00,12,south,ctr,low,169.24,app,0
O00498,C0081,retail,2024-10-28 06:34:00,4,south,ctr,medium,68.95,web,0
O00499,C0198,passenger,2024-06-11 04:49:00,4,east,central,medium,62.77,phone,0
O00500,C0131,retail,2024-07-30 16:06:00,12,north,west,low,64.83,app,0
O00501,C0547,retail,2025-04-21 03:12:00,1,ctr,east,low,36.69,web,1
O00502,C0169,parcel,2024-04-03 01:26:00,4,riverside,south,medium,61.9,app,0
O00503,C0242,passenger,2024-08-17 21:53:00,6,central,riverside,low,41.14,web,0
O00504,C0362,parcel,2024-09-20 22:57:00,2,ctr,east,low,47.18,app,0
O00505,C0319,retail,2025-03-29 21:27:00,12,airport,west,high,84.65,web,0
O00506,C0603,retail,2024-06-07 01:59:00,6,east,east,medium,33.03,phone,0
O00507,C0484,parcel,2025-12-13 04:02:00,4,south,west,medium,62.89,app,0
O00508,C0584,parcel,2024-06-12 14:18:00,24,north,central,medium,68.61,phone,0
O00509,C0535,retail,2024-08-26 18:51:00,1,east,central,medium,160.38,phone,0
O00510,C0477,medical,2024-11-22 22:35:00,4,west,west,medium,170.3,,0
O00511,C0119,parcel,2024-06-06 09:58:00,24,west,west,high,150.89,api,0
O00512,C0242,parcel,2024-09-21 10:35:00,4,north,central,critical,10.74,app,0
O00513,C0202,passenger,2024-08-07 04:51:00,4,west,south,high,111.28,phone,1
O00514,C0280,passenger,2025-11-12 07:25:00,2,east,central,low,126.79,phone,0
O00515,C0578,retail,2024-02-03 10:24:00,6,north,north,medium,65.74,phone,0
O00516,C0473,passenger,2024-06-08 20:18:00,2,south,east,medium,117.13,app,0
O00517,C0015,medical,2024-08-16 20:34:00,4,south,west,low,49.24,app,0
O00518,C0112,medical,2025-12-11 02:12:00,12,north,east,high,61.85,web,0
O00519,C0437,passenger,2025-04-20 04:46:00,2,south,riverside,low,47.89,phone,0
O00520,C0539,passenger,2024-07-07 13:21:00,2,central,airport,low,36.42,app,0
O00521,C0109,parcel,2025-11-26 12:07:00,1,airport,south,high,76.48,web,0
O00522,C0594,passenger,2024-02-09 11:07:00,24,riverside,central,medium,152.25,phone,0
O00523,C0181,medical,2025-11-04 06:41:00,6,airport,airport,low,82.31,web,1
O00524,C0052,passenger,2025-06-20 16:04:00,4,airport,riverside,medium,40.41,app,1
O00525,C0223,parcel,2024-10-24 15:22:00,1,south,airport,high,29.46,app,0
O00526,C0630,parcel,2024-01-19 15:56:00,4,airport,west,low,69.63,app,0
O00527,C0203,parcel,2024-04-05 06:31:00,6,south,airport,medium,65.29,app,1
O00528,C0152,passenger,2024-10-13 09:38:00,12,central,ctr,medium,126.48,app,0
O00529,C0422,retail,2025-08-20 17:48:00,4,east,airport,medium,355.62,app,0
O00530,C0618,medical,2024-03-31 06:08:00,4,airport,north,low,45.66,app,1
O00531,C0013,business,2025-04-26 08:49:00,24,airport,airport,high,157.07,app,0
O00532,C0527,retail,2024-08-20 18:59:00,2,riverside,ctr,low,55.72,phone,0
O00533,C0338,retail,2024-11-03 01:37:00,4,ctr,north,medium,74.26,app,0
O00534,C0159,parcel,2025-09-05 03:00:00,2,airport,ctr,critical,188.05,app,1
O00535,C0093,retail,2024-12-18 06:09:00,6,riverside,riverside,medium,24.09,app,0
O00536,C0372,medical,2025-11-03 09:03:00,12,west,central,low,204.12,web,1
O00537,C0153,business,2024-06-25 10:22:00,6,central,ctr,medium,50.23,web,1
O00538,C0377,business,2025-04-05 15:15:00,1,west,ctr,high,50.6,app,0
O00539,C0098,business,2024-12-03 23:23:00,6,ctr,east,high,167.91,app,0
O00540,C0232,retail,2024-07-02 03:50:00,4,east,west,high,142.72,web,0
O00541,C0272,retail,2024-11-01 02:46:00,4,west,east,low,126.42,app,0
O00542,C0504,passenger,2025-07-26 14:06:00,4,central,east,low,76.58,app,1
O00543,C0468,passenger,2025-07-18 03:50:00,4,airport,riverside,medium,68.06,app,0
O00544,C0212,retail,2024-06-14 19:25:00,24,central,west,low,53.15,phone,0
O00545,C0211,parcel,2025-04-17 01:02:00,24,central,north,low,100.18,web,0
O00546,C0242,business,2024-02-10 16:37:00,24,riverside,south,high,51.06,api,1
O00547,C0640,retail,2024-04-09 13:41:00,24,central,south,high,43.73,app,0
O00548,C0105,passenger,2025-12-14 04:26:00,2,airport,east,medium,34.87,phone,0
O00549,C0119,business,2025-08-14 11:04:00,6,east,west,medium,86.89,phone,0
O00550,C0502,business,2025-01-18 23:42:00,24,central,riverside,medium,64.79,web,1
O00551,C0317,retail,2024-06-16 11:10:00,6,ctr,east,high,82.67,phone,0
O00552,C0341,passenger,2025-11-09 02:21:00,4,riverside,south,low,76.7,app,0
O00553,C0408,retail,2024-01-06 20:55:00,6,north,riverside,high,32.16,app,0
O00554,C0117,medical,2025-05-06 09:09:00,2,airport,riverside,high,129.89,app,0
O00555,C0233,retail,2024-09-24 03:06:00,6,west,south,medium,234.04,app,0
O00556,C0643,business,2024-09-01 03:09:00,2,riverside,airport,medium,101.94,app,1
O00557,C0079,passenger,2025-05-23 08:34:00,24,riverside,riverside,low,176.32,web,0
O00558,C0057,parcel,2025-07-08 03:20:00,1,riverside,central,critical,99.68,app,0
O00559,C0167,business,2025-04-24 07:10:00,12,north,east,medium,107.27,phone,0
O00560,C0260,passenger,2025-08-05 17:02:00,6,riverside,east,medium,62.52,web,1
O00561,C0595,retail,2025-06-02 08:23:00,4,central,airport,high,86.87,app,0
O00562,C0382,passenger,2024-07-21 09:25:00,4,east,west,medium,241.72,,0
O00563,C0284,parcel,2025-07-22 06:08:00,6,airport,riverside,low,40.2,web,0
O00564,C0535,retail,2024-09-02 23:55:00,12,north,ctr,medium,59.68,app,0
O00565,C0600,parcel,2025-07-01 16:15:00,1,north,south,low,155.2,phone,0
O00566,C0455,parcel,2024-04-07 00:06:00,6,ctr,central,medium,97.68,phone,0
O00567,C0144,retail,2024-02-24 15:50:00,24,south,riverside,low,33.6,phone,0
O00568,C0412,passenger,2025-12-19 18:13:00,6,central,riverside,medium,119.95,phone,0
O00569,C0467,parcel,2025-12-06 23:14:00,6,central,airport,critical,104.77,app,0
O00570,C0379,parcel,2024-03-30 05:09:00,2,riverside,riverside,medium,56.89,phone,0
O00571,C0213,passenger,2024-09-27 00:27:00,24,central,riverside,medium,64.21,web,0
O00572,C0202,parcel,2025-02-06 19:33:00,4,west,riverside,high,134.79,app,1
O00573,C0269,retail,2024-04-22 09:36:00,4,central,central,high,150.38,app,0
O00574,C0110,retail,2024-05-03 02:42:00,6,riverside,north,medium,59.99,app,0
O00575,C0179,retail,2025-08-15 06:14:00,12,riverside,riverside,medium,30.5,phone,0
O00576,C0393,retail,2024-09-06 19:49:00,6,south,south,medium,113.92,app,0
O00577,C0641,parcel,2025-06-09 22:52:00,2,airport,east,high,16.62,phone,1
O00578,C0639,retail,2024-03-04 07:04:00,4,ctr,central,high,18.53,app,0
O00579,C0624,medical,2025-09-05 10:06:00,4,airport,south,low,24.91,phone,0
O00580,C0461,retail,2024-02-12 06:39:00,1,west,riverside,critical,78.71,app,0
O00581,C0495,passenger,2025-12-09 05:52:00,12,north,south,low,138.33,app,0
O00582,C0275,parcel,2024-11-06 10:05:00,2,south,central,medium,48.36,phone,0
O00583,C0469,retail,2025-04-17 18:58:00,6,south,riverside,medium,89.45,web,1
O00584,C0377,retail,2024-07-06 00:20:00,6,airport,west,medium,137.29,app,0
O00585,C0160,medical,2025-02-25 13:02:00,1,south,riverside,medium,215.96,web,1
O00586,C0421,parcel,2024-03-31 07:09:00,12,central,west,critical,31.49,,0
O00587,C0113,retail,2025-06-07 21:10:00,4,east,airport,high,115.16,web,0
O00588,C0515,passenger,2024-06-03 11:49:00,4,airport,airport,low,236.46,web,0
O00589,C0344,parcel,2024-05-23 06:12:00,6,riverside,central,high,81.6,phone,0
O00590,C0386,parcel,2024-08-12 21:21:00,2,north,north,medium,20.52,phone,0
O00591,C0228,passenger,2025-12-26 02:00:00,4,north,riverside,medium,15.8,app,1
O00592,C0563,business,2025-05-06 01:31:00,2,riverside,east,low,220.79,phone,0
O00593,C0406,passenger,2025-06-22 10:58:00,1,central,riverside,high,63.86,phone,0
O00594,C0116,retail,2024-03-11 19:40:00,4,central,east,medium,149.86,app,1
O00595,C0377,business,2024-03-05 06:55:00,12,south,airport,medium,71.08,app,1
O00596,C0394,parcel,2025-10-02 01:54:00,12,south,east,low,119.64,app,0
O00597,C0238,parcel,2025-01-09 13:05:00,6,north,north,high,169.18,app,0
O00598,C0621,retail,2025-10-28 22:22:00,24,riverside,ctr,medium,201.88,app,0
O00599,C0077,passenger,2025-08-19 05:51:00,1,south,east,medium,179.87,app,0
O00600,C0476,parcel,2025-05-19 21:49:00,24,airport,north,low,235.8,app,0
O00601,C0335,retail,2025-05-23 04:16:00,6,north,south,low,49.24,phone,0
O00602,C0257,passenger,2025-12-11 09:57:00,6,ctr,airport,medium,127.09,web,0
O00603,C0351,parcel,2024-02-24 23:29:00,24,west,riverside,medium,66.39,app,0
O00604,C0584,passenger,2025-11-27 18:10:00,4,ctr,airport,medium,65.15,web,0
O00605,C0585,medical,2025-03-21 12:52:00,1,riverside,airport,low,47.71,web,1
O00606,C0050,medical,2025-10-17 16:19:00,1,central,west,high,37.75,web,0
O00607,C0576,parcel,2025-08-30 17:41:00,12,west,west,low,219.79,app,1
O00608,C0394,medical,2025-10-09 03:04:00,4,west,east,high,71.8,web,0
O00609,C0621,parcel,2024-09-15 07:15:00,12,east,east,low,71.86,app,0
O00610,C0635,passenger,2024-07-21 18:29:00,24,south,riverside,medium,169.63,api,0
O00611,C0374,retail,2025-07-29 07:56:00,2,west,west,low,132.01,app,0
O00612,C0169,retail,2025-05-19 18:58:00,4,west,east,critical,60.06,phone,0
O00613,C0650,retail,2025-12-02 22:03:00,4,airport,central,low,84.48,app,0
O00614,C0393,passenger,2025-02-05 21:50:00,2,west,riverside,medium,259.73,app,0
O00615,C0295,parcel,2025-02-08 20:43:00,1,west,west,high,44.37,app,0
O00616,C0114,retail,2024-12-16 12:25:00,6,east,ctr,medium,50.57,phone,0
O00617,C0352,medical,2024-03-30 07:41:00,1,central,riverside,medium,77.56,web,0
O00618,C0581,parcel,2025-11-19 10:42:00,12,central,south,medium,41.64,app,0
O00619,C0268,retail,2025-09-01 13:50:00,1,central,north,medium,86.7,app,0
O00620,C0467,retail,2024-11-08 00:19:00,2,south,west,low,27.57,app,0
O00621,C0026,parcel,2025-05-15 19:01:00,12,airport,airport,medium,103.8,app,0
O00622,C0439,passenger,2024-04-23 15:26:00,24,central,central,high,48.84,phone,0
O00623,C0361,business,2025-02-24 19:19:00,24,airport,south,high,193.96,web,0
O00624,C0117,passenger,2025-04-13 04:21:00,24,west,ctr,medium,25.82,web,0
O00625,C0376,business,2025-07-12 06:05:00,24,west,south,medium,77.48,phone,1
O00626,C0072,parcel,2024-12-28 12:54:00,4,north,north,medium,24.6,web,1
O00627,C0114,parcel,2025-04-22 19:02:00,6,central,central,medium,67.07,web,1
O00628,C0056,passenger,2024-10-26 10:05:00,12,riverside,north,medium,52.85,app,1
O00629,C0368,retail,2024-10-04 05:44:00,6,riverside,south,low,55.3,app,1
O00630,C0369,retail,2025-03-28 13:42:00,2,central,ctr,low,86.61,app,0
O00631,C0574,business,2025-07-05 07:07:00,2,south,riverside,low,47.21,app,0
O00632,C0611,passenger,2024-08-09 21:40:00,1,central,central,high,33.21,web,1
O00633,C0235,passenger,2024-02-12 12:52:00,2,airport,central,low,79.57,app,0
O00634,C0536,parcel,2024-07-07 12:17:00,4,east,south,medium,171.58,app,0
O00635,C0314,parcel,2024-12-06 04:23:00,2,central,north,low,73.66,app,0
O00636,C0208,medical,2024-06-20 07:22:00,4,west,north,medium,134.63,app,1
O00637,C0304,passenger,2025-09-16 12:19:00,2,north,south,critical,89.63,phone,0
O00638,C0257,passenger,2025-05-26 10:56:00,6,west,west,medium,54.63,app,0
O00639,C0480,medical,2025-06-02 19:12:00,2,central,north,medium,141.93,web,0
O00640,C0102,passenger,2024-06-15 12:33:00,12,airport,west,medium,72.31,api,1
O00641,C0403,parcel,2024-01-10 00:54:00,24,north,airport,high,119.0,phone,0
O00642,C0329,retail,2024-06-28 03:15:00,4,riverside,airport,high,24.55,,0
O00643,C0349,parcel,2025-04-10 18:51:00,1,airport,riverside,low,181.69,web,1
O00644,C0084,business,2025-11-03 08:47:00,6,east,airport,high,6.28,app,0
O00645,C0517,passenger,2024-12-26 21:06:00,6,south,central,medium,82.91,api,0
O00646,C0518,retail,2025-07-19 23:55:00,2,east,south,medium,63.73,app,1
O00647,C0592,passenger,2025-06-10 21:24:00,12,west,airport,high,109.87,app,0
O00648,C0032,passenger,2024-05-18 08:42:00,2,west,south,medium,52.97,app,0
O00649,C0361,parcel,2025-03-02 02:32:00,4,east,riverside,low,30.88,app,0
O00650,C0206,parcel,2025-09-30 10:28:00,6,riverside,airport,low,39.65,app,0
O00651,C0345,parcel,2024-09-29 09:23:00,6,south,south,high,7.14,app,0
O00652,C0331,retail,2024-11-08 21:45:00,4,south,west,medium,35.54,app,0
O00653,C0397,retail,2025-10-09 21:24:00,12,riverside,south,medium,36.56,app,0
O00654,C0617,parcel,2025-06-18 21:03:00,24,ctr,airport,high,47.22,app,0
O00655,C0590,passenger,2025-11-01 15:31:00,4,south,east,low,52.51,phone,0
O00656,C0211,parcel,2025-01-07 22:01:00,6,west,north,high,82.24,web,0
O00657,C0135,passenger,2024-02-28 21:07:00,6,south,central,low,155.89,app,0
O00658,C0533,retail,2025-07-24 12:28:00,12,north,north,medium,68.43,app,0
O00659,C0002,retail,2024-11-14 16:57:00,12,south,north,low,135.53,api,0
O00660,C0288,passenger,2024-06-04 23:38:00,4,central,airport,high,27.65,web,1
