incident_id,delivery_id,incident_type,reported_at,severity,resolution_status,resolved_hours,incident_severity_score,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
I0066,DL00042,routedeviation,2024-10-04 02:46:00,low,closed,28.0,1,O00009,D146,V020,H01,2024-10-04 01:05:00,2024-10-04 10:49:54.333414,ontime,12.02,0.0,0.0,4.45,11.41,584.9055569,12.0,720.0,0.0,0.0,airport,contract,1.0,,4.36,morning,1.0,hybrid,riverside,2024-10-26 11:25:00,82.3,187051.0,scheduled,v2.1,0.0,North Exchange,north,dispatch,82.0
I0067,DL00096,vehiclefault,2025-03-18 18:01:00,medium,closed,2.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0068,DL00799,customernoshow,2024-04-25 20:37:00,low,open,16.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0069,DL00592,temperatureissue,2024-01-19 20:43:00,medium,closed,9.0,2,O00526,D146,V001,H04,2024-01-19 17:17:00,2024-01-19 20:32:43.768544,ontime,17.21,2.0,0.0,4.58,20.05,195.72947573333335,4.0,240.0,0.0,0.0,airport,contract,1.0,,4.36,morning,1.0,ev,north,2024-12-28 23:48:00,71.8,56928.0,active,v2.2,0.0,West Gate,west,dispatch,69.0
I0070,DL00250,customernoshow,2024-08-27 18:10:00,low,open,9.5,1,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,ontime,6.39,0.0,0.0,4.03,7.45,115.46375461666666,4.0,240.0,0.0,0.0,east,fulltime,15.0,88.2,4.24,evening,1.0,hybrid,ctr,2025-11-15 00:12:00,57.3,176145.0,active,v2.0,1.0,East Dock,east,warehouse,74.0
I0071,DL00672,proofmissing,2025-05-27 14:37:00,critical,closed,8.2,4,O00017,D108,V030,H02,2025-05-27 11:38:00,2025-05-28 08:21:51.612170,ontime,35.33,5.0,0.0,4.94,19.77,1243.8602028333332,24.0,1440.0,0.0,0.0,south,fulltime,10.0,70.6,4.33,morning,1.0,cargovan,north,2025-09-14 07:20:00,78.0,134360.0,active,v2.1,0.0,South Link,south,dispatch,78.0
I0072,DL00503,vehiclefault,2024-03-15 01:30:00,medium,closed,1.4,2,O00760,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177033,ontime,12.95,0.0,0.0,3.97,10.7,1280.35295055,24.0,1440.0,0.0,0.0,airport,fulltime,4.0,67.0,4.35,evening,1.0,ev,airport,2025-05-24 12:36:00,100.0,206339.0,scheduled,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0073,DL00725,routedeviation,2025-11-29 02:34:00,high,open,3.2,3,O01115,D140,V094,H06,2025-11-29 00:00:00,2025-11-29 16:20:27.980617,failed,13.65,1.0,0.0,2.1,12.34,980.4663436166667,1.0,60.0,1.0,1.0,north,fulltime,7.0,80.1,3.92,morning,1.0,cargovan,central,2025-05-22 02:15:00,65.9,159262.0,scheduled,v1.9,1.0,Airport Hub,airport,dispatch,71.0
I0074,DL00256,appsyncerror,2025-01-22 16:01:00,medium,pendingvendor,21.7,2,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,delayed,8.17,1.0,0.0,3.16,14.91,429.62393038333335,4.0,240.0,1.0,0.0,riverside,contract,2.0,82.0,3.71,morning,1.0,diesel,north,2024-02-14 14:03:00,80.3,50427.0,inrepair,v2.1,1.0,North Exchange,north,dispatch,82.0
I0075,DL00568,proofmissing,2024-11-11 10:10:00,low,closed,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0076,DL00382,routedeviation,2024-12-05 22:19:00,medium,closed,3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0077,DL00455,proofmissing,2024-04-12 09:41:00,medium,closed,14.2,2,O00914,D094,V098,H01,2024-04-12 08:41:00,2024-04-12 12:45:47.285486,ontime,10.3,1.0,0.0,4.14,7.0,244.78809143333334,6.0,360.0,0.0,0.0,ctr,parttime,6.0,60.8,4.48,night,0.0,diesel,west,2025-12-29 15:01:00,69.7,73011.0,active,v2.1,1.0,North Exchange,north,dispatch,82.0
I0078,DL00562,batteryalert,2024-12-14 13:04:00,low,closed,4.7,1,O00746,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25.399886,ontime,13.59,0.0,0.0,3.98,10.51,269.4233314333333,1.0,60.0,1.0,0.0,central,contract,13.0,84.7,3.32,morning,1.0,hybrid,central,2024-05-12 02:12:00,58.9,52725.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0079,DL00187,proofmissing,2024-03-05 23:18:00,high,open,1.1,3,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27.866312,failed,17.61,1.0,0.0,1.53,16.92,1029.4644385333334,1.0,60.0,1.0,1.0,airport,fulltime,15.0,79.2,4.12,night,1.0,hybrid,central,2025-07-20 18:17:00,71.4,187158.0,active,v2.1,0.0,Central Core,central,control,88.0
I0080,DL00336,proofmissing,2025-02-21 18:38:00,critical,open,27.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0081,DL00224,appsyncerror,2025-01-20 04:36:00,high,closed,20.3,3,O00960,D034,V040,H07,2025-01-20 03:14:00,2025-01-20 03:27:00.000000,ontime,11.88,0.0,0.0,3.79,14.2,13.0,1.0,60.0,0.0,0.0,west,fulltime,11.0,71.3,4.27,morning,1.0,ev,central,2025-11-23 11:28:00,90.0,133770.0,active,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0082,DL00131,batteryalert,2025-07-05 13:14:00,high,escalated,13.0,3,O00890,D037,V096,H07,2025-07-05 10:26:00,2025-07-06 08:48:04.879458,ontime,16.59,0.0,0.0,4.33,3.25,1342.0813243,24.0,1440.0,0.0,0.0,north,parttime,7.0,63.9,4.67,morning,1.0,cargovan,east,2025-08-21 07:26:00,85.1,193315.0,inrepair,v2.0,1.0,Riverside Hub,riverside,warehouse,66.0
I0083,DL00820,proofmissing,2024-12-13 20:29:00,high,pendingvendor,9.0,3,O01192,D069,V030,H05,2024-12-13 17:39:00,2024-12-14 01:45:53.860264,delayed,30.97,2.0,0.0,3.07,21.48,486.89767106666665,2.0,120.0,1.0,0.0,north,parttime,2.0,61.5,5.0,evening,0.0,cargovan,north,2025-09-14 07:20:00,78.0,134360.0,active,v2.1,0.0,Central Core,central,control,88.0
I0084,DL00478,temperatureissue,2024-01-31 20:03:00,high,pendingvendor,0.0,3,O00947,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208192,delayed,9.6,2.0,0.0,1.46,11.77,619.4701365333333,4.0,240.0,1.0,0.0,south,contract,12.0,88.2,3.99,flexible,1.0,hybrid,airport,2024-10-17 11:15:00,60.6,193552.0,inrepair,v2.1,1.0,Central Core,central,control,88.0
I0085,DL00928,routedeviation,2025-10-31 01:01:00,low,pendingvendor,6.0,1,O00100,D023,V101,H05,2025-10-30 22:51:00,2025-10-31 19:39:28.294586,failed,12.72,0.0,1.0,3.15,21.6,1248.4715764333334,6.0,360.0,1.0,1.0,east,fulltime,11.0,79.1,4.16,night,1.0,hybrid,north,2024-07-10 00:56:00,84.8,106932.0,inrepair,v2.1,1.0,Central Core,central,control,88.0
I0086,DL00247,customernoshow,2024-12-31 14:48:00,low,pendingvendor,7.2,1,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,ontime,11.09,0.0,0.0,4.04,5.77,331.27947005,6.0,360.0,0.0,0.0,west,fulltime,12.0,74.6,4.45,evening,1.0,cargovan,east,2024-06-23 11:24:00,60.1,31876.0,active,v2.0,1.0,Midtown Relay,central,charging,63.0
I0087,DL00148,proofmissing,2025-12-31 11:28:00,medium,open,,2,O00817,D087,V120,H05,2025-12-31 09:02:00,2025-12-31 11:10:07.314150,ontime,16.75,1.0,0.0,4.04,15.84,128.1219025,2.0,120.0,1.0,0.0,north,contract,13.0,73.3,4.43,night,1.0,ev,central,2025-05-02 16:13:00,73.6,192246.0,active,v2.0,0.0,Central Core,central,control,88.0
I0088,DL00348,proofmissing,2024-10-08 02:28:00,high,escalated,2.2,3,O00754,D098,V062,H01,2024-10-07 23:24:00,2024-10-08 16:07:55.556410,delayed,2.21,4.0,0.0,2.89,13.34,1003.9259401666666,4.0,240.0,1.0,0.0,south,contract,3.0,70.9,4.29,morning,1.0,hybrid,north,2024-02-13 22:26:00,89.9,113343.0,active,v2.0,0.0,North Exchange,north,dispatch,82.0
I0089,DL00915,routedeviation,2024-11-28 15:09:00,high,closed,13.8,3,O00873,D004,V047,H03,2024-11-28 13:17:00,2024-11-28 17:51:16.689113,ontime,9.84,0.0,0.0,3.99,16.74,274.27815188333335,6.0,360.0,0.0,0.0,airport,parttime,13.0,88.9,4.75,morning,1.0,ev,ctr,2025-02-15 14:49:00,93.7,134347.0,scheduled,v2.2,0.0,East Dock,east,warehouse,74.0
I0090,DL00576,proofmissing,2024-11-17 03:39:00,high,closed,2.6,3,O00483,D133,V021,H08,2024-11-17 01:34:00,2024-11-17 16:32:57.970274,failed,13.83,1.0,0.0,5.0,16.98,898.9661712333333,1.0,60.0,1.0,1.0,south,contract,12.0,88.2,3.99,flexible,1.0,diesel,central,2025-06-22 17:38:00,83.0,71294.0,active,v2.2,0.0,Midtown Relay,central,charging,63.0
I0091,DL00239,temperatureissue,2024-08-14 09:11:00,medium,closed,23.1,2,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,delayed,13.6,1.0,0.0,3.72,16.0,967.3002645166667,12.0,720.0,1.0,0.0,riverside,fulltime,11.0,73.4,3.82,flexible,0.0,cargovan,north,2025-10-07 22:40:00,50.7,129032.0,inrepair,v2.1,1.0,Airport Hub,airport,dispatch,71.0
I0092,DL00847,proofmissing,2024-12-22 20:55:00,high,open,,3,O00134,D154,V035,H07,2024-12-22 18:38:00,2024-12-22 23:50:09.870311,ontime,1.46,0.0,0.0,4.09,7.98,312.1645051833333,4.0,240.0,1.0,0.0,airport,fulltime,4.0,67.0,4.35,evening,1.0,cargovan,east,2025-07-03 09:34:00,83.6,73804.0,active,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0093,DL00056,appsyncerror,2024-10-22 23:20:00,medium,pendingvendor,12.3,2,O00698,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19.303026,ontime,13.46,2.0,0.0,4.01,6.52,15.3217171,2.0,120.0,0.0,0.0,north,contract,10.0,65.6,4.4,flexible,1.0,ev,west,2024-12-28 08:10:00,86.6,165481.0,active,v2.2,0.0,Midtown Relay,central,charging,63.0
I0094,DL00887,customernoshow,2025-06-10 00:31:00,high,pendingvendor,12.5,3,O00577,D155,V097,H02,2025-06-09 23:14:00,2025-06-10 01:19:26.467155,ontime,29.9,0.0,0.0,4.18,18.94,125.44111925,2.0,120.0,1.0,0.0,central,parttime,6.0,69.5,3.98,morning,1.0,ev,ctr,2024-11-12 12:56:00,92.1,18680.0,active,v2.1,0.0,South Link,south,dispatch,78.0
I0095,DL00317,proofmissing,2024-12-15 15:29:00,low,closed,7.9,1,O00711,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,ontime,13.76,1.0,0.0,4.67,13.99,99.70135805,2.0,120.0,0.0,0.0,riverside,contract,2.0,82.0,3.71,morning,1.0,cargovan,north,2024-05-06 13:52:00,74.9,93084.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0096,DL00748,customernoshow,2025-05-30 04:50:00,low,pendingvendor,7.4,1,O00741,D156,V119,H04,2025-05-30 02:47:00,2025-05-30 16:13:17.676946,delayed,32.739999999999995,1.0,0.0,4.04,16.92,806.2946157666667,6.0,360.0,1.0,0.0,south,fulltime,14.0,84.5,3.62,evening,1.0,ev,riverside,2025-08-17 06:19:00,67.6,215407.0,inrepair,v2.1,1.0,West Gate,west,dispatch,69.0
I0097,DL00629,customernoshow,2024-05-23 09:17:00,medium,closed,0.2,2,O00987,D057,V031,H08,2024-05-23 08:59:00,2024-05-24 06:48:42.857665,ontime,14.0,1.0,0.0,3.96,7.1,1309.7142944166667,24.0,1440.0,0.0,0.0,west,fulltime,6.0,75.0,4.25,morning,1.0,ev,east,2024-07-28 13:57:00,89.3,193526.0,active,v1.9,0.0,Midtown Relay,central,charging,63.0
I0098,DL00810,temperatureissue,2025-03-09 18:58:00,critical,pendingvendor,2.8,4,O00116,D120,V053,H08,2025-03-09 16:49:00,2025-03-09 19:25:36.988970,ontime,15.23,0.0,0.0,5.0,11.22,156.61648283333335,4.0,240.0,0.0,0.0,north,parttime,3.0,76.9,3.72,morning,1.0,cargovan,west,2024-04-23 20:57:00,73.7,122638.0,scheduled,v2.0,0.0,Midtown Relay,central,charging,63.0
I0099,DL00309,vehiclefault,2024-06-29 01:41:00,critical,open,2.8,4,O00783,D164,V089,H02,2024-06-28 23:56:00,2024-06-29 03:09:24.133659,ontime,10.02,0.0,0.0,3.2,6.99,193.40222765,4.0,240.0,0.0,0.0,central,fulltime,5.0,76.1,4.07,flexible,1.0,cargovan,central,2025-09-27 07:15:00,93.6,136082.0,inrepair,v1.9,1.0,South Link,south,dispatch,78.0
I0100,DL00306,customernoshow,2024-12-15 22:19:00,high,closed,0.4,3,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.304523,delayed,34.53,4.0,1.0,2.96,19.47,703.3050753833334,12.0,720.0,0.0,0.0,airport,fulltime,4.0,89.5,3.99,evening,1.0,hybrid,south,2024-09-06 02:11:00,65.8,92896.0,active,v2.0,1.0,Riverside Hub,riverside,warehouse,66.0
I0101,DL00578,vehiclefault,2024-02-21 09:51:00,low,pendingvendor,10.9,1,O00115,D032,V108,H06,2024-02-21 08:24:00,2024-02-21 14:09:53.056302,ontime,11.09,0.0,0.0,4.55,7.9,345.8842717,6.0,360.0,0.0,0.0,east,parttime,6.0,81.5,3.99,evening,1.0,diesel,airport,2025-01-31 06:29:00,54.6,141290.0,inrepair,v1.9,1.0,Airport Hub,airport,dispatch,71.0
I0102,DL00857,vehiclefault,2025-10-29 19:52:00,critical,pendingvendor,26.7,4,O00292,D050,V045,H05,2025-10-29 18:17:00,2025-10-30 10:11:21.327276,delayed,11.07,2.0,0.0,2.72,10.06,954.3554546,12.0,720.0,1.0,0.0,north,fulltime,6.0,87.4,3.9,evening,1.0,ev,east,2025-08-10 04:56:00,88.0,190688.0,active,v2.2,0.0,Central Core,central,control,88.0
I0103,DL00655,proofmissing,2025-09-10 04:24:00,low,closed,41.7,1,O01222,D156,V042,H08,2025-09-10 03:29:00,2025-09-10 12:38:01.772929,ontime,12.34,1.0,0.0,4.66,3.15,549.0295488166666,12.0,720.0,0.0,0.0,south,fulltime,14.0,84.5,3.62,evening,1.0,ev,east,2025-06-21 07:06:00,80.5,215870.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0104,DL00094,appsyncerror,2025-05-26 23:23:00,medium,open,4.8,2,O01026,D034,V012,H04,2025-05-26 22:56:00,2025-05-27 09:41:42.033675,delayed,4.66,0.0,0.0,3.72,16.6,645.70056125,1.0,60.0,1.0,0.0,west,fulltime,11.0,71.3,4.27,morning,1.0,hybrid,south,2024-04-15 00:26:00,56.2,52021.0,active,v2.1,1.0,West Gate,west,dispatch,69.0
I0105,DL00913,customernoshow,2024-05-18 09:18:00,critical,open,10.0,4,O00239,D096,V081,H04,2024-05-18 06:34:00,2024-05-18 12:24:14.005035,ontime,12.6,1.0,0.0,3.49,15.18,350.23341724999995,4.0,240.0,1.0,0.0,ctr,fulltime,4.0,56.4,4.03,morning,1.0,ev,west,2024-12-28 08:10:00,86.6,165481.0,active,v2.2,0.0,West Gate,west,dispatch,69.0
I0106,DL00754,routedeviation,2025-03-21 15:11:00,medium,pendingvendor,10.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0107,DL00612,batteryalert,2024-12-05 05:43:00,low,closed,9.7,1,O00327,D166,V022,H07,2024-12-05 03:28:00,2024-12-05 03:46:56.748222,ontime,8.47,1.0,0.0,4.42,13.57,18.9458037,4.0,240.0,0.0,0.0,west,parttime,7.0,74.6,4.07,night,1.0,hybrid,south,2025-01-28 20:20:00,89.6,44499.0,scheduled,v2.1,0.0,Riverside Hub,riverside,warehouse,66.0
I0108,DL00265,customernoshow,2024-06-28 13:27:00,high,closed,,3,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,ontime,14.43,0.0,0.0,4.54,15.01,158.20195756666666,4.0,240.0,0.0,0.0,south,fulltime,5.0,56.0,3.55,flexible,1.0,hybrid,north,2024-10-28 22:21:00,76.7,90558.0,scheduled,v2.2,0.0,East Dock,east,warehouse,74.0
I0109,DL00760,routedeviation,2024-07-23 16:26:00,high,open,20.3,3,O00226,D081,V030,H04,2024-07-23 14:20:00,2024-07-24 15:40:22.678171,ontime,12.22,0.0,0.0,4.2,14.58,1520.3779695166668,24.0,1440.0,1.0,0.0,riverside,parttime,1.0,82.0,4.78,flexible,1.0,cargovan,north,2025-09-14 07:20:00,78.0,134360.0,active,v2.1,0.0,West Gate,west,dispatch,69.0
I0110,DL00855,temperatureissue,2025-01-08 13:40:00,medium,closed,31.4,2,O00409,D154,V076,H08,2025-01-08 12:04:00,2025-01-09 09:15:54.067994,delayed,7.29,0.0,0.0,3.36,13.69,1271.9011332333332,6.0,360.0,1.0,0.0,airport,fulltime,4.0,67.0,4.35,evening,1.0,diesel,central,2025-06-19 15:52:00,65.8,106063.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0111,DL00403,safetynearmiss,2025-11-02 11:15:00,low,escalated,,1,O00044,D131,V092,H07,2025-11-02 10:07:00,2025-11-02 12:43:42.885570,ontime,11.6,1.0,0.0,4.58,13.74,156.7147595,4.0,240.0,0.0,0.0,south,fulltime,9.0,86.7,4.26,night,0.0,hybrid,east,2024-01-07 14:19:00,80.5,36143.0,inrepair,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0112,DL00627,batteryalert,2024-03-19 13:29:00,high,open,1.7,3,O00695,D142,V108,H06,2024-03-19 10:09:00,2024-03-19 13:51:55.023221,ontime,10.41,0.0,0.0,4.25,17.46,222.91705368333334,6.0,360.0,0.0,0.0,airport,fulltime,12.0,98.7,4.23,night,1.0,diesel,airport,2025-01-31 06:29:00,54.6,141290.0,inrepair,v1.9,1.0,Airport Hub,airport,dispatch,71.0
I0113,DL00562,appsyncerror,2024-12-14 11:33:00,medium,closed,16.8,2,O00746,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25.399886,ontime,13.59,0.0,0.0,3.98,10.51,269.4233314333333,1.0,60.0,1.0,0.0,central,contract,13.0,84.7,3.32,morning,1.0,hybrid,central,2024-05-12 02:12:00,58.9,52725.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0114,DL00373,routedeviation,2024-01-20 07:06:00,low,closed,20.6,1,O00282,D058,V081,H05,2024-01-20 06:39:00,2024-01-20 23:38:53.202677,delayed,11.36,0.0,1.0,4.04,23.6,1019.8867112833334,6.0,360.0,1.0,0.0,airport,fulltime,9.0,82.7,4.27,flexible,1.0,ev,west,2024-12-28 08:10:00,86.6,165481.0,active,v2.2,0.0,Central Core,central,control,88.0
I0115,DL00027,batteryalert,2024-01-01 05:05:00,critical,open,15.4,4,O00827,D057,V054,H02,2024-01-01 03:20:00,2024-01-02 00:13:30.937528,ontime,13.27,0.0,0.0,4.15,9.05,1253.5156254666665,24.0,1440.0,0.0,0.0,west,fulltime,6.0,75.0,4.25,morning,1.0,hybrid,north,2024-10-28 22:21:00,76.7,90558.0,scheduled,v2.2,0.0,South Link,south,dispatch,78.0
I0116,DL00019,safetynearmiss,2024-06-26 00:10:00,critical,escalated,12.1,4,O01167,D026,V004,H06,2024-06-25 23:58:00,2024-06-26 07:52:41.272083,ontime,16.35,4.0,0.0,4.97,13.97,474.68786805,6.0,360.0,1.0,0.0,north,parttime,4.0,84.9,3.15,night,0.0,hybrid,riverside,2024-06-07 13:21:00,,36310.0,active,v2.2,0.0,Airport Hub,airport,dispatch,71.0
I0117,DL00911,routedeviation,2025-04-17 18:32:00,high,pendingvendor,0.6,3,O00806,D004,V119,H01,2025-04-17 16:52:00,2025-04-18 01:40:49.580737,ontime,13.69,0.0,0.0,4.33,14.98,528.8263456166667,12.0,720.0,0.0,0.0,airport,parttime,13.0,88.9,4.75,morning,1.0,ev,riverside,2025-08-17 06:19:00,67.6,215407.0,inrepair,v2.1,1.0,North Exchange,north,dispatch,82.0
I0118,DL00778,safetynearmiss,2024-09-28 20:47:00,high,escalated,13.9,3,O00965,D143,V005,H08,2024-09-28 17:43:00,2024-09-29 14:06:23.080609,failed,18.34,3.0,0.0,2.96,12.7,1223.3846768166666,6.0,360.0,1.0,1.0,central,fulltime,6.0,68.5,4.14,night,1.0,cargovan,west,2025-11-15 11:08:00,58.6,146638.0,active,v2.2,1.0,Midtown Relay,central,charging,63.0
I0119,DL00273,appsyncerror,2025-10-16 05:16:00,high,closed,3.7,3,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,ontime,9.75,0.0,0.0,2.95,14.1,191.49783453333333,6.0,360.0,0.0,0.0,central,parttime,12.0,56.7,4.49,evening,1.0,diesel,east,2025-12-09 16:47:00,55.9,15278.0,active,v2.2,1.0,North Exchange,north,dispatch,82.0
I0120,DL00169,vehiclefault,2025-04-26 10:06:00,high,closed,0.4,3,O00996,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10.119404,ontime,10.5,2.0,0.0,4.08,10.38,17.168656733333332,4.0,240.0,0.0,0.0,north,parttime,7.0,63.9,4.67,morning,1.0,diesel,south,2024-05-10 17:28:00,57.9,85919.0,active,v2.2,1.0,Riverside Hub,riverside,warehouse,66.0
I0121,DL00859,appsyncerror,2024-09-21 11:35:00,medium,closed,4.9,2,O00512,D164,V052,H05,2024-09-21 11:04:00,2024-09-21 23:34:35.779917,delayed,24.2,0.0,1.0,5.0,13.25,750.59633195,4.0,240.0,1.0,0.0,central,fulltime,5.0,76.1,4.07,flexible,1.0,hybrid,riverside,2024-11-14 16:11:00,95.4,182486.0,active,v1.9,0.0,Central Core,central,control,88.0
I0122,DL00518,routedeviation,2025-04-15 03:13:00,high,open,18.1,3,O00984,D041,V024,H06,2025-04-15 00:21:00,2025-04-15 04:48:27.290762,ontime,15.41,0.0,0.0,4.92,19.09,267.45484603333335,6.0,360.0,0.0,0.0,east,parttime,3.0,88.2,3.67,morning,1.0,ev,east,2025-05-26 12:28:00,74.9,56967.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0123,DL00939,customernoshow,2025-01-10 20:08:00,medium,closed,20.1,2,O00417,D007,V076,H01,2025-01-10 17:25:00,2025-01-10 21:08:01.948187,ontime,1.2,0.0,0.0,4.17,11.3,223.03246978333334,4.0,240.0,0.0,0.0,north,fulltime,4.0,92.6,3.94,evening,1.0,diesel,central,2025-06-19 15:52:00,65.8,106063.0,inrepair,v1.9,1.0,North Exchange,north,dispatch,82.0
I0124,DL00324,temperatureissue,2024-08-14 07:12:00,critical,closed,4.9,4,O00455,D042,V059,H07,2024-08-14 04:59:00,2024-08-14 10:11:51.273104,failed,21.07,1.0,0.0,3.21,12.52,312.8545517333333,6.0,360.0,0.0,1.0,north,fulltime,9.0,70.5,3.37,night,1.0,hybrid,airport,2024-03-02 20:36:00,85.2,188332.0,inrepair,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0125,DL00511,routedeviation,2025-12-30 09:16:00,medium,open,11.4,2,O01237,D123,V083,H05,2025-12-30 09:00:00,2025-12-31 04:46:44.532285,delayed,9.94,0.0,0.0,1.37,10.76,1186.74220475,12.0,720.0,1.0,0.0,riverside,fulltime,3.0,93.5,4.12,flexible,1.0,cargovan,north,2024-04-11 18:04:00,79.3,42073.0,active,v2.2,0.0,Central Core,central,control,88.0
I0126,DL00688,routedeviation,2025-10-24 17:22:00,medium,closed,6.7,2,O00385,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05.729635,ontime,17.58,0.0,0.0,4.16,13.79,45.09549391666667,4.0,240.0,0.0,0.0,north,fulltime,1.0,71.1,3.93,flexible,1.0,hybrid,riverside,2024-06-28 15:49:00,97.5,73769.0,inrepair,v2.0,1.0,East Dock,east,warehouse,74.0
I0127,DL00404,temperatureissue,2024-04-03 05:31:00,low,escalated,13.1,1,O00502,D049,V025,H02,2024-04-03 03:48:00,2024-04-03 04:25:17.871676,ontime,7.84,0.0,0.0,3.14,11.38,37.29786126666667,4.0,240.0,0.0,0.0,central,contract,14.0,41.4,4.0,morning,1.0,diesel,airport,2024-11-03 05:34:00,42.0,52074.0,active,v2.1,1.0,South Link,south,dispatch,78.0
I0128,DL00743,routedeviation,2025-05-01 05:28:00,low,open,19.5,1,O00171,D158,V083,H03,2025-05-01 03:28:00,2025-05-01 03:30:56.577270,ontime,33.77,0.0,0.0,5.0,13.64,2.9429545,1.0,60.0,0.0,0.0,central,fulltime,5.0,81.4,4.45,morning,1.0,cargovan,north,2024-04-11 18:04:00,79.3,42073.0,active,v2.2,0.0,East Dock,east,warehouse,74.0
I0129,DL00456,proofmissing,2024-09-16 22:56:00,medium,closed,15.5,2,O00157,D037,V035,H02,2024-09-16 20:38:00,2024-09-16 22:39:02.594617,ontime,26.36,0.0,0.0,4.83,10.84,121.04324361666666,2.0,120.0,1.0,0.0,north,parttime,7.0,63.9,4.67,morning,1.0,cargovan,east,2025-07-03 09:34:00,83.6,73804.0,active,v2.0,0.0,South Link,south,dispatch,78.0
I0130,DL00496,customernoshow,2024-04-23 22:00:00,critical,open,14.6,4,O00622,D142,V102,H02,2024-04-23 18:22:00,2024-04-24 16:12:08.253404,ontime,7.97,2.0,0.0,4.18,11.59,1310.1375567333334,24.0,1440.0,0.0,0.0,airport,fulltime,12.0,98.7,4.23,night,1.0,ev,west,2024-10-24 12:35:00,77.0,198326.0,active,v2.0,0.0,South Link,south,dispatch,78.0
I0131,DL00577,temperatureissue,2024-01-12 22:06:00,medium,closed,12.0,2,O00973,D108,V043,H05,2024-01-12 21:57:00,2024-01-12 22:09:43.637461,ontime,21.03,1.0,0.0,3.86,12.99,12.727291016666667,1.0,60.0,0.0,0.0,south,fulltime,10.0,70.6,4.33,morning,1.0,ev,south,2025-02-23 11:32:00,76.4,149922.0,scheduled,v2.0,0.0,Central Core,central,control,88.0
I0132,DL00768,temperatureissue,2024-01-29 05:15:00,medium,closed,4.9,2,O00800,D086,V043,H04,2024-01-29 02:36:00,2024-01-29 18:44:35.264297,delayed,14.84,0.0,0.0,1.74,20.01,968.5877382833334,6.0,360.0,1.0,0.0,north,parttime,14.0,70.6,5.0,flexible,1.0,ev,south,2025-02-23 11:32:00,76.4,149922.0,scheduled,v2.0,0.0,West Gate,west,dispatch,69.0
I0133,DL00523,vehiclefault,2024-05-26 19:46:00,critical,closed,14.2,4,O00714,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.253711,ontime,2.39,1.0,0.0,4.12,8.78,1253.1708951833332,24.0,1440.0,0.0,0.0,north,parttime,4.0,84.9,3.15,night,0.0,diesel,central,2025-06-19 15:52:00,65.8,106063.0,inrepair,v1.9,1.0,North Exchange,north,dispatch,82.0
