event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag,app_event_failed,high_latency_event
AE00288,C0273,O00480,2025-07-21 17:12:00,cancel_attempt,S63671,android,north,60,1,0,0
AE00289,C0207,O00654,2024-03-02 10:12:00,payment_retry,S19707,android,riverside,343,1,0,1
AE00290,C0399,O00951,2025-08-01 22:46:00,delivery_instruction_update,S84446,android,east,457,1,0,1
AE00291,C0312,O00330,2024-12-17 21:44:00,track_order,S95883,android,west,405,1,0,1
AE00292,C0520,O00929,2025-10-16 23:21:00,eta_refresh,S72274,ios,north,60,1,0,0
AE00293,C0073,O00609,2024-07-10 13:17:00,chat_escalated,S78813,android,west,1074,1,0,1
AE00294,C0492,O00876,2025-11-27 02:21:00,track_order,S33068,android,west,405,1,0,1
AE00295,C0449,O01002,2025-03-30 00:14:00,payment_retry,S13138,android,west,246,1,0,0
AE00296,C0471,O00635,2025-06-30 16:35:00,eta_refresh,S10325,android,riverside,187,1,0,0
AE00297,C0411,O01163,2025-03-25 01:02:00,payment_retry,S30130,ios,central,565,1,0,1
AE00298,C0107,O01189,2025-06-14 12:47:00,track_order,S71004,ios,east,78,1,0,0
AE00299,C0451,,2025-03-27 21:53:00,eta_refresh,S92082,web,south,529,1,0,1
AE00300,C0014,O00867,2024-08-16 00:18:00,eta_refresh,S10509,android,north,214,1,0,0
AE00301,C0503,,2024-04-15 18:05:00,eta_refresh,S91821,ios,north,294,1,0,0
AE00302,C0555,O00728,2025-03-31 12:56:00,chat_opened,S23029,web,north,692,1,0,1
AE00303,C0274,O00142,2025-01-01 07:52:00,cancel_attempt,S47090,web,south,233,1,0,0
AE00304,C0401,O00211,2025-10-25 04:43:00,search_route,S24776,web,north,324,1,0,1
AE00305,C0428,O00667,2024-02-12 16:22:00,eta_refresh,S55317,ios,east,226,1,0,0
AE00306,C0401,O00753,2024-08-28 19:44:00,chat_escalated,S68086,ios,east,265,1,0,0
AE00307,C0173,O00956,2025-01-09 16:55:00,chat_escalated,S58130,android,ctr,270,0,1,0
AE00308,C0182,O00880,2025-04-01 08:58:00,eta_refresh,S58033,ios,ctr,535,1,0,1
AE00309,C0169,O01161,2024-12-15 06:35:00,delivery_instruction_update,S21517,android,west,295,1,0,0
AE00310,C0229,O01161,2025-09-25 04:08:00,chat_opened,S21891,ios,west,206,1,0,0
AE00311,C0312,,2024-08-26 16:45:00,chat_escalated,S51997,ios,west,243,1,0,0
AE00312,C0517,,2025-11-26 03:53:00,eta_refresh,S16386,android,riverside,512,1,0,1
AE00313,C0337,O00032,2025-11-18 21:27:00,track_order,S88456,android,west,400,1,0,1
AE00314,C0047,O00755,2024-12-20 19:40:00,cancel_attempt,S71075,ios,south,579,1,0,1
AE00315,C0137,O00044,2025-02-13 08:27:00,delivery_instruction_update,S89689,android,west,296,1,0,0
AE00316,C0304,O01244,2025-02-17 13:00:00,eta_refresh,S25067,android,airport,440,1,0,1
AE00317,C0014,O00912,2025-05-03 14:40:00,track_order,S67860,web,riverside,584,1,0,1
AE00318,C0031,O00212,2024-01-01 15:57:00,track_order,S16209,ios,airport,668,1,0,1
AE00319,C0330,,2025-08-10 16:14:00,track_order,S94639,android,north,231,1,0,0
AE00320,C0244,O00884,2024-10-29 23:06:00,chat_opened,S67074,android,north,60,1,0,0
AE00321,C0239,O00437,2024-02-01 21:51:00,search_route,S46797,ios,riverside,356,1,0,1
AE00322,C0481,O00344,2024-01-26 21:37:00,eta_refresh,S17051,android,riverside,147,1,0,0
AE00323,C0648,O01237,2025-03-11 03:52:00,payment_retry,S20836,ios,ctr,752,0,1,1
AE00324,C0078,O00721,2025-05-22 15:38:00,eta_refresh,S34536,web,east,310,1,0,1
AE00325,C0479,O00062,2024-06-29 12:26:00,eta_refresh,S70624,android,north,180,1,0,0
AE00326,C0518,O00946,2025-07-01 13:21:00,track_order,S29534,ios,airport,202,1,0,0
AE00327,C0186,O00341,2024-02-13 16:18:00,search_route,S92655,web,central,311,1,0,1
AE00328,C0517,,2024-12-05 05:55:00,track_order,S81197,android,north,76,1,0,0
AE00329,C0172,O00193,2024-08-21 13:52:00,track_order,S67439,android,airport,387,1,0,1
AE00330,C0479,O00220,2024-06-04 23:57:00,payment_retry,S57427,web,airport,577,1,0,1
AE00331,C0227,,2024-09-28 03:50:00,eta_refresh,S87401,web,south,731,1,0,1
AE00332,C0247,O00391,2024-04-23 06:44:00,chat_opened,S99938,android,west,409,1,0,1
AE00333,C0138,O00453,2024-05-05 18:40:00,chat_opened,S20673,ios,north,944,1,0,1
AE00334,C0274,,2025-03-15 01:52:00,track_order,S60524,web,ctr,313,1,0,1
AE00335,C0520,O00499,2025-08-01 01:29:00,chat_opened,S97260,ios,east,389,1,0,1
AE00336,C0467,,2025-01-20 01:08:00,payment_retry,S49538,web,east,468,1,0,1
AE00337,C0529,O00319,2025-05-19 05:31:00,search_route,S60782,ios,airport,385,1,0,1
AE00338,C0257,O00890,2024-08-01 09:26:00,payment_retry,S92069,android,south,523,1,0,1
AE00339,C0316,,2025-06-04 13:22:00,search_route,S71556,ios,airport,590,1,0,1
AE00340,C0330,O00762,2024-06-11 14:01:00,track_order,S97505,ios,east,444,1,0,1
AE00341,C0537,O01121,2025-06-24 07:43:00,chat_opened,S44241,ios,riverside,527,1,0,1
AE00342,C0245,O00134,2025-02-26 11:20:00,delivery_instruction_update,S34258,android,west,897,1,0,1
AE00343,C0113,,2025-03-18 08:14:00,eta_refresh,S30321,android,ctr,595,1,0,1
AE00344,C0429,,2024-05-14 09:28:00,chat_escalated,S24008,web,central,998,0,1,1
AE00345,C0535,O01106,2025-10-25 23:21:00,track_order,S27492,ios,north,425,1,0,1
AE00346,C0367,O00864,2025-07-24 12:46:00,track_order,S85123,android,east,466,1,0,1
AE00347,C0198,,2024-11-19 11:28:00,track_order,S52660,web,south,632,1,0,1
AE00348,C0470,O00950,2025-05-06 06:45:00,chat_opened,S12702,android,central,73,1,0,0
AE00349,C0568,O00258,2025-07-01 01:46:00,search_route,S68625,android,ctr,599,1,0,1
AE00350,C0440,O00649,2024-07-11 13:26:00,chat_escalated,S55047,web,riverside,431,1,0,1
AE00351,C0374,,2024-08-10 14:40:00,chat_opened,S77770,ios,riverside,665,1,0,1
AE00352,C0372,O01052,2025-07-04 15:37:00,payment_retry,S40310,android,east,339,0,1,1
AE00353,C0467,O01164,2025-06-19 03:46:00,track_order,S84118,web,airport,1240,1,0,1
AE00354,C0240,O00522,2025-12-31 09:17:00,payment_retry,S88059,ios,airport,224,1,0,0
AE00355,C0024,O00498,2025-09-05 07:19:00,eta_refresh,S50272,web,ctr,162,1,0,0
AE00356,C0188,,2025-06-02 05:26:00,delivery_instruction_update,S19198,android,airport,439,1,0,1
AE00357,C0237,O00715,2024-03-31 09:46:00,track_order,S58207,android,west,155,1,0,0
AE00358,C0150,,2025-09-15 07:41:00,cancel_attempt,S49398,ios,west,436,1,0,1
AE00359,C0246,O00285,2025-07-20 17:10:00,chat_opened,S75742,android,north,421,1,0,1
AE00360,C0494,,2024-08-24 23:13:00,search_route,S90549,android,south,546,1,0,1
AE00361,C0107,O01138,2024-08-11 22:50:00,chat_opened,S52326,android,airport,1690,1,0,1
AE00362,C0110,O00472,2025-05-18 06:34:00,cancel_attempt,S41990,android,central,712,1,0,1
AE00363,C0502,,2024-05-27 09:15:00,eta_refresh,S13723,ios,west,314,1,0,1
AE00364,C0442,O00437,2025-12-28 12:16:00,chat_opened,S62470,android,west,191,1,0,0
AE00365,C0495,,2024-05-26 00:06:00,track_order,S52410,web,south,345,1,0,1
AE00366,C0303,O00876,2025-02-12 17:14:00,track_order,S28427,ios,east,374,1,0,1
AE00367,C0422,,2025-12-09 08:52:00,payment_retry,S64636,ios,riverside,250,0,1,0
AE00368,C0198,O00108,2024-05-13 12:41:00,eta_refresh,S81518,ios,south,690,1,0,1
AE00369,C0233,O00056,2025-07-03 19:28:00,payment_retry,S64693,android,south,767,1,0,1
AE00370,C0143,O00349,2025-11-04 05:48:00,track_order,S81391,android,south,248,1,0,0
AE00371,C0465,O00120,2025-09-02 04:20:00,delivery_instruction_update,S69933,android,south,567,1,0,1
AE00372,C0031,O01153,2025-01-11 08:26:00,chat_escalated,S31367,android,north,421,0,1,1
AE00373,C0428,O00887,2024-06-05 00:55:00,eta_refresh,S30198,web,airport,749,1,0,1
AE00374,C0235,,2025-07-27 14:49:00,delivery_instruction_update,S26479,android,south,446,1,0,1
AE00375,C0191,O01124,2025-03-22 13:47:00,delivery_instruction_update,S67260,ios,riverside,669,1,0,1
AE00376,C0097,O00348,2025-10-15 06:18:00,track_order,S46372,android,east,337,1,0,1
AE00377,C0144,O00866,2024-11-14 08:15:00,eta_refresh,S75566,android,south,60,1,0,0
AE00378,C0528,O01093,2025-07-17 03:13:00,track_order,S64607,ios,airport,668,1,0,1
AE00379,C0649,O00517,2024-02-27 15:55:00,chat_opened,S53800,ios,south,301,1,0,1
AE00380,C0134,O01002,2025-12-21 09:44:00,eta_refresh,S23762,android,central,60,1,0,0
AE00381,C0573,O00812,2025-04-17 07:41:00,eta_refresh,S64472,android,east,517,1,0,1
AE00382,C0361,O01249,2025-11-02 07:29:00,eta_refresh,S86079,ios,central,428,1,0,1
AE00383,C0313,O01239,2025-07-08 22:02:00,chat_escalated,S25556,ios,north,534,1,0,1
AE00384,C0425,O00303,2025-07-13 15:37:00,payment_retry,S91940,android,airport,265,1,0,0
AE00385,C0331,O01246,2025-02-23 03:07:00,delivery_instruction_update,S85959,ios,riverside,636,1,0,1
AE00386,C0269,O01127,2025-03-20 05:38:00,chat_opened,S72987,ios,east,436,1,0,1
AE00387,C0430,,2024-12-23 11:44:00,eta_refresh,S12449,android,ctr,1103,1,0,1
AE00388,C0437,,2025-07-07 13:49:00,payment_retry,S40594,android,ctr,363,1,0,1
AE00389,C0026,O00884,2024-07-14 21:54:00,search_route,S34019,web,airport,1265,1,0,1
AE00390,C0140,,2025-06-17 17:49:00,delivery_instruction_update,S39323,ios,east,324,1,0,1
AE00391,C0058,,2024-06-01 07:38:00,eta_refresh,S98672,web,west,68,1,0,0
AE00392,C0617,,2024-07-25 22:02:00,chat_opened,S55184,android,south,552,1,0,1
AE00393,C0406,O01209,2025-01-01 09:37:00,chat_escalated,S87121,ios,west,324,1,0,1
AE00394,C0292,O01005,2025-04-26 09:01:00,chat_opened,S35246,ios,east,267,1,0,0
AE00395,C0016,O00748,2024-04-30 02:38:00,search_route,S79318,ios,airport,161,1,0,0
AE00396,C0564,O00111,2024-01-02 03:02:00,track_order,S54033,web,airport,1633,1,0,1
AE00397,C0517,O00180,2024-08-16 20:27:00,search_route,S72253,ios,airport,676,1,0,1
AE00398,C0317,,2025-04-24 02:57:00,track_order,S10823,android,riverside,442,1,0,1
AE00399,C0617,,2025-04-03 23:33:00,search_route,S59034,ios,airport,504,1,0,1
AE00400,C0256,O01216,2024-10-07 04:49:00,search_route,S90819,ios,north,149,1,0,0
AE00401,C0401,,2025-08-10 10:58:00,eta_refresh,S66819,android,west,692,1,0,1
AE00402,C0459,O00554,2025-01-15 08:37:00,track_order,S46288,ios,south,655,1,0,1
AE00403,C0180,O00149,2025-03-19 09:20:00,payment_retry,S10192,android,ctr,108,1,0,0
AE00404,C0121,O01227,2025-04-05 09:01:00,eta_refresh,S46724,ios,riverside,521,1,0,1
AE00405,C0534,O00754,2024-10-26 21:19:00,search_route,S47493,android,airport,391,1,0,1
AE00406,C0347,,2024-04-14 08:45:00,search_route,S35157,web,south,314,1,0,1
AE00407,C0323,O00442,2025-01-12 17:00:00,track_order,S11233,ios,riverside,435,1,0,1
AE00408,C0188,O01142,2024-01-27 06:30:00,delivery_instruction_update,S52727,android,west,94,1,0,0
AE00409,C0553,O00968,2025-05-18 14:10:00,payment_retry,S15466,android,south,247,1,0,0
AE00410,C0377,O00170,2024-08-15 13:48:00,cancel_attempt,S21027,android,central,556,1,0,1
AE00411,C0232,O00652,2025-07-11 06:55:00,eta_refresh,S54027,web,west,318,1,0,1
AE00412,C0005,,2025-12-17 03:49:00,search_route,S77981,android,west,363,1,0,1
AE00413,C0615,O00548,2025-06-30 19:24:00,chat_opened,S29100,web,east,415,1,0,1
AE00414,C0347,,2025-11-27 13:43:00,delivery_instruction_update,S35015,android,airport,863,1,0,1
AE00415,C0073,,2025-01-14 07:33:00,track_order,S23089,android,east,189,1,0,0
AE00416,C0567,,2024-12-03 09:17:00,payment_retry,S49000,android,south,377,1,0,1
AE00417,C0381,O01091,2025-05-26 16:35:00,payment_retry,S83880,android,west,93,0,1,0
AE00418,C0012,O01122,2025-11-06 16:41:00,track_order,S77156,android,west,489,1,0,1
AE00419,C0098,,2025-12-13 06:08:00,chat_escalated,S21703,ios,south,218,0,1,0
AE00420,C0292,O00068,2025-07-12 13:05:00,track_order,S85103,android,north,313,1,0,1
AE00421,C0248,,2025-05-29 14:18:00,payment_retry,S91752,web,riverside,626,1,0,1
AE00422,C0441,O00626,2024-05-03 17:49:00,eta_refresh,S44698,android,airport,1148,1,0,1
AE00423,C0397,,2024-08-17 11:02:00,payment_retry,S97087,android,east,417,1,0,1
AE00424,C0122,O00515,2025-01-30 01:54:00,track_order,S63816,android,airport,863,1,0,1
AE00425,C0444,O00651,2025-12-13 07:30:00,track_order,S51771,web,airport,427,1,0,1
AE00426,C0232,O00442,2024-01-06 16:17:00,eta_refresh,S91627,android,east,385,1,0,1
AE00427,C0163,,2024-09-11 08:22:00,delivery_instruction_update,S86956,android,north,336,1,0,1
AE00428,C0410,,2024-03-14 05:03:00,chat_opened,S38484,android,ctr,242,1,0,0
AE00429,C0604,O00119,2025-05-29 18:52:00,delivery_instruction_update,S89816,ios,riverside,374,1,0,1
AE00430,C0293,O00589,2025-02-27 18:39:00,eta_refresh,S54890,android,north,507,1,0,1
AE00431,C0498,O00890,2024-12-12 02:40:00,search_route,S42910,android,south,840,1,0,1
AE00432,C0566,,2025-08-22 15:42:00,search_route,S57637,android,north,489,1,0,1
AE00433,C0505,O01229,2024-11-08 11:31:00,cancel_attempt,S95338,web,south,173,1,0,0
AE00434,C0568,O00624,2024-07-01 20:26:00,track_order,S65887,android,east,572,1,0,1
AE00435,C0443,,2024-09-19 15:35:00,eta_refresh,S85198,android,south,627,1,0,1
AE00436,C0105,O00400,2024-09-11 01:02:00,payment_retry,S32334,ios,riverside,607,1,0,1
AE00437,C0039,O01030,2024-01-22 18:04:00,payment_retry,S89304,ios,west,153,0,1,0
AE00438,C0141,O00110,2025-06-03 18:59:00,eta_refresh,S56257,android,riverside,880,1,0,1
AE00439,C0266,O00694,2025-06-22 20:44:00,chat_opened,S88251,ios,south,442,1,0,1
AE00440,C0343,O00175,2024-10-10 07:45:00,eta_refresh,S65286,android,east,343,1,0,1
AE00441,C0410,O00491,2025-02-03 05:01:00,track_order,S20334,android,east,633,1,0,1
AE00442,C0399,O01089,2024-03-29 12:18:00,chat_opened,S61743,ios,airport,613,1,0,1
AE00443,C0352,O00052,2024-06-17 16:24:00,track_order,S44595,web,north,427,1,0,1
AE00444,C0033,O00457,2025-10-27 22:48:00,chat_opened,S80276,android,ctr,444,1,0,1
AE00445,C0059,O00368,2024-08-28 18:45:00,search_route,S64535,android,east,257,1,0,0
AE00446,C0363,,2024-12-08 21:41:00,delivery_instruction_update,S49168,ios,south,295,1,0,0
AE00447,C0482,,2024-05-27 00:40:00,cancel_attempt,S25973,android,airport,427,1,0,1
AE00448,C0116,O00640,2025-06-03 06:20:00,payment_retry,S60860,web,west,696,1,0,1
AE00449,C0448,O01046,2025-05-16 16:42:00,track_order,S75654,android,central,354,1,0,1
AE00450,C0127,O00569,2024-10-17 16:23:00,cancel_attempt,S31505,android,riverside,481,1,0,1
AE00451,C0263,O00397,2024-04-19 20:58:00,payment_retry,S48520,web,north,566,1,0,1
AE00452,C0328,O01033,2025-10-14 21:53:00,payment_retry,S67845,android,south,865,1,0,1
AE00453,C0533,O01050,2025-01-07 07:22:00,eta_refresh,S27396,android,south,60,1,0,0
AE00454,C0319,,2024-06-16 07:27:00,cancel_attempt,S86441,android,south,619,1,0,1
AE00455,C0185,,2025-06-15 06:13:00,delivery_instruction_update,S73947,ios,riverside,144,1,0,0
AE00456,C0065,O00468,2025-08-26 00:32:00,chat_opened,S41927,ios,west,445,1,0,1
AE00457,C0646,,2025-04-02 08:36:00,payment_retry,S34228,web,airport,881,1,0,1
AE00458,C0227,,2024-02-08 23:26:00,search_route,S49487,android,north,606,1,0,1
AE00459,C0530,O00259,2025-05-01 22:20:00,eta_refresh,S39920,android,riverside,633,1,0,1
AE00460,C0207,,2025-04-08 18:47:00,cancel_attempt,S22911,ios,riverside,253,1,0,0
AE00461,C0338,O00694,2025-01-20 13:17:00,search_route,S99353,android,south,560,1,0,1
AE00462,C0306,O00871,2024-07-08 17:38:00,track_order,S25207,web,airport,1403,1,0,1
AE00463,C0632,O00578,2025-12-12 16:29:00,search_route,S67860,ios,west,459,1,0,1
AE00464,C0141,,2025-06-13 02:18:00,chat_opened,S99949,android,east,498,1,0,1
AE00465,C0405,O00472,2024-10-14 12:40:00,payment_retry,S46496,android,north,289,1,0,0
AE00466,C0340,O00877,2025-02-07 04:03:00,delivery_instruction_update,S79340,ios,north,741,1,0,1
AE00467,C0020,O00568,2024-11-16 21:24:00,eta_refresh,S88112,web,north,72,1,0,0
AE00468,C0256,O00270,2025-08-21 17:49:00,chat_opened,S77533,android,airport,386,1,0,1
AE00469,C0364,O00426,2025-10-01 02:21:00,chat_opened,S25925,android,north,230,1,0,0
AE00470,C0426,O00313,2024-07-12 14:41:00,chat_opened,S38146,ios,north,630,1,0,1
AE00471,C0483,,2024-08-30 13:38:00,track_order,S61566,ios,riverside,535,1,0,1
AE00472,C0598,O00433,2024-08-03 09:44:00,search_route,S33427,ios,west,400,1,0,1
AE00473,C0237,O00215,2025-01-30 21:28:00,payment_retry,S43089,android,central,404,1,0,1
AE00474,C0395,O01240,2025-11-06 13:46:00,chat_opened,S54474,android,west,476,1,0,1
AE00475,C0408,O00456,2025-11-20 04:29:00,track_order,S71913,ios,south,763,1,0,1
AE00476,C0523,O00217,2024-04-23 05:35:00,track_order,S88872,web,west,294,1,0,0
AE00477,C0266,,2024-03-30 19:25:00,delivery_instruction_update,S53022,ios,airport,365,1,0,1
AE00478,C0629,O00162,2024-08-04 19:21:00,cancel_attempt,S92557,ios,west,511,1,0,1
AE00479,C0607,O00836,2025-01-09 13:34:00,eta_refresh,S96851,ios,west,266,1,0,0
AE00480,C0376,O00946,2025-09-17 13:25:00,eta_refresh,S83765,web,west,655,1,0,1
AE00481,C0120,O00026,2025-02-09 09:36:00,eta_refresh,S31920,ios,west,486,1,0,1
AE00482,C0538,O01053,2025-05-25 15:42:00,track_order,S90703,android,central,363,1,0,1
AE00483,C0220,O00464,2025-08-05 22:34:00,payment_retry,S60131,android,north,378,1,0,1
AE00484,C0409,O00954,2024-09-08 07:04:00,chat_opened,S54681,android,east,366,1,0,1
AE00485,C0286,O00820,2025-03-22 14:00:00,search_route,S27241,ios,ctr,650,1,0,1
AE00486,C0642,O01090,2024-11-24 12:57:00,delivery_instruction_update,S44319,web,east,445,1,0,1
AE00487,C0113,O00668,2024-03-30 03:51:00,search_route,S82488,web,riverside,407,1,0,1
AE00488,C0403,O00609,2025-06-02 02:06:00,payment_retry,S49774,ios,north,504,0,1,1
AE00489,C0216,O00923,2025-09-06 07:08:00,search_route,S25859,web,airport,93,1,0,0
AE00490,C0092,O00951,2024-11-16 07:23:00,track_order,S49678,android,central,629,1,0,1
AE00491,C0280,O00387,2024-10-28 12:40:00,eta_refresh,S83479,ios,east,379,1,0,1
AE00492,C0626,O00321,2025-09-27 14:21:00,chat_escalated,S90324,web,central,732,0,1,1
AE00493,C0032,O00014,2025-10-16 22:09:00,search_route,S81341,android,west,609,1,0,1
AE00494,C0066,,2024-12-17 10:58:00,track_order,S87386,android,east,204,1,0,0
AE00495,C0152,O00180,2025-05-26 14:42:00,eta_refresh,S19414,ios,north,461,1,0,1
AE00496,C0449,O00883,2024-02-21 07:36:00,chat_escalated,S79276,android,south,699,1,0,1
AE00497,C0019,O00629,2024-10-09 04:18:00,search_route,S48419,android,south,570,1,0,1
AE00498,C0621,,2025-04-05 12:19:00,chat_opened,S97305,ios,airport,234,1,0,0
AE00499,C0067,,2025-01-15 23:40:00,track_order,S64477,android,riverside,322,1,0,1
AE00500,C0044,O01025,2025-11-09 05:18:00,cancel_attempt,S17169,android,riverside,401,1,0,1
AE00501,C0088,,2024-03-21 09:36:00,chat_opened,S85870,ios,south,317,1,0,1
AE00502,C0298,O00586,2025-06-11 10:21:00,delivery_instruction_update,S37174,ios,riverside,339,1,0,1
AE00503,C0112,O00001,2024-08-02 12:35:00,delivery_instruction_update,S44209,android,riverside,204,1,0,0
AE00504,C0530,O00911,2024-09-27 20:14:00,eta_refresh,S26188,ios,north,650,1,0,1
AE00505,C0126,O00933,2025-07-16 13:22:00,delivery_instruction_update,S77180,web,riverside,60,1,0,0
AE00506,C0521,O00847,2025-06-12 23:24:00,search_route,S52317,android,north,746,1,0,1
AE00507,C0613,O00916,2025-12-30 23:05:00,eta_refresh,S75035,ios,east,805,1,0,1
AE00508,C0247,,2024-01-05 03:05:00,search_route,S40964,ios,airport,661,1,0,1
AE00509,C0408,O00111,2025-09-01 23:13:00,delivery_instruction_update,S54652,ios,north,558,1,0,1
AE00510,C0622,O01201,2025-09-10 05:05:00,chat_opened,S76345,android,west,200,1,0,0
AE00511,C0603,O00263,2025-02-23 07:32:00,eta_refresh,S15323,android,south,626,1,0,1
AE00512,C0089,O00210,2024-04-09 08:22:00,payment_retry,S31359,ios,ctr,171,1,0,0
AE00513,C0128,,2025-12-15 19:45:00,chat_escalated,S83961,android,central,387,0,1,1
AE00514,C0479,O00130,2024-04-16 07:25:00,track_order,S88181,android,west,563,1,0,1
AE00515,C0239,O00552,2025-08-10 23:50:00,track_order,S66252,ios,south,241,1,0,0
AE00516,C0054,O00305,2024-08-19 07:16:00,eta_refresh,S55049,android,west,695,1,0,1
AE00517,C0089,O00288,2025-01-06 00:09:00,eta_refresh,S30949,android,riverside,358,1,0,1
AE00518,C0313,O00598,2025-03-20 18:15:00,cancel_attempt,S42373,android,south,60,1,0,0
AE00519,C0425,O00482,2025-03-13 19:45:00,delivery_instruction_update,S91220,android,south,472,1,0,1
AE00520,C0221,O00875,2025-11-30 11:23:00,delivery_instruction_update,S38093,ios,south,60,1,0,0
AE00521,C0542,O01079,2024-08-26 03:38:00,eta_refresh,S43006,android,airport,153,1,0,0
AE00522,C0495,O00380,2024-01-09 03:41:00,eta_refresh,S15468,ios,airport,247,1,0,0
AE00523,C0212,,2025-08-13 15:36:00,delivery_instruction_update,S34133,android,central,990,1,0,1
AE00524,C0377,O00759,2024-03-17 02:17:00,chat_opened,S27328,ios,airport,1468,1,0,1
AE00525,C0300,O01001,2025-07-23 15:34:00,delivery_instruction_update,S49936,android,central,716,1,0,1
AE00526,C0137,,2025-04-21 19:54:00,search_route,S25731,android,south,313,1,0,1
AE00527,C0475,,2025-10-06 08:53:00,track_order,S58709,ios,west,225,1,0,0
AE00528,C0502,O00032,2025-02-28 15:15:00,eta_refresh,S61761,android,north,376,1,0,1
AE00529,C0226,,2024-01-17 07:51:00,track_order,S67010,web,south,810,1,0,1
AE00530,C0433,O00520,2024-01-01 10:39:00,eta_refresh,S29551,ios,riverside,279,1,0,0
AE00531,C0175,O00897,2025-12-13 19:30:00,payment_retry,S18824,ios,east,298,0,1,0
AE00532,C0223,,2025-04-13 05:32:00,delivery_instruction_update,S23263,web,west,420,1,0,1
AE00533,C0358,O00953,2024-11-10 03:21:00,eta_refresh,S56553,ios,ctr,662,1,0,1
AE00534,C0518,O00447,2024-01-04 16:24:00,eta_refresh,S59635,android,north,271,1,0,0
AE00535,C0133,O01234,2025-05-23 02:05:00,chat_opened,S28612,android,airport,405,1,0,1
AE00536,C0317,,2025-02-25 05:22:00,eta_refresh,S46532,android,ctr,671,1,0,1
AE00537,C0124,O00394,2024-08-10 21:10:00,search_route,S68896,android,south,431,1,0,1
AE00538,C0597,O00135,2024-04-18 11:43:00,delivery_instruction_update,S20205,ios,east,666,1,0,1
AE00539,C0145,O00986,2024-07-06 23:30:00,track_order,S78417,web,east,133,1,0,0
AE00540,C0094,,2024-03-01 14:58:00,chat_opened,S46627,android,north,347,1,0,1
AE00541,C0635,O00803,2024-06-06 20:52:00,track_order,S34716,ios,riverside,83,1,0,0
AE00542,C0508,O00291,2024-09-28 21:45:00,track_order,S86081,ios,south,267,1,0,0
AE00543,C0176,O00002,2025-06-26 03:34:00,track_order,S74871,ios,airport,244,1,0,0
AE00544,C0411,O00258,2024-06-17 01:39:00,chat_opened,S14020,ios,ctr,451,1,0,1
AE00545,C0019,O00640,2025-10-23 01:47:00,search_route,S93178,android,central,171,1,0,0
AE00546,C0041,O00050,2025-07-18 12:02:00,eta_refresh,S37605,web,north,242,1,0,0
AE00547,C0238,O00764,2024-09-28 04:05:00,chat_escalated,S36427,android,riverside,1138,0,1,1
AE00548,C0454,O00923,2024-05-03 13:22:00,chat_opened,S35306,android,east,510,1,0,1
AE00549,C0442,O00287,2025-08-29 00:35:00,delivery_instruction_update,S64617,ios,west,763,1,0,1
AE00550,C0388,O00923,2024-08-15 18:46:00,search_route,S46051,android,north,549,1,0,1
AE00551,C0013,O00455,2025-06-15 23:09:00,chat_opened,S84328,android,riverside,477,1,0,1
AE00552,C0616,O01232,2024-07-28 14:12:00,search_route,S47519,android,south,671,1,0,1
AE00553,C0401,,2025-08-13 10:59:00,track_order,S41785,ios,central,104,1,0,0
AE00554,C0394,O01117,2024-11-03 05:42:00,track_order,S93872,web,south,292,1,0,0
AE00555,C0108,,2025-10-11 17:50:00,track_order,S35202,web,airport,904,1,0,1
AE00556,C0266,,2024-02-13 11:19:00,track_order,S17949,ios,east,598,1,0,1
AE00557,C0187,O00982,2025-02-13 06:44:00,chat_opened,S54552,ios,riverside,720,1,0,1
AE00558,C0129,O01192,2024-08-27 13:04:00,payment_retry,S40376,ios,east,603,1,0,1
AE00559,C0337,O01131,2024-01-30 07:36:00,chat_escalated,S93047,ios,airport,426,0,1,1
AE00560,C0062,O01056,2025-03-30 12:44:00,chat_opened,S36308,android,airport,60,1,0,0
AE00561,C0006,O00716,2024-03-14 20:26:00,chat_opened,S17807,web,south,97,1,0,0
AE00562,C0291,O00100,2024-05-17 23:35:00,payment_retry,S45061,android,south,567,0,1,1
AE00563,C0259,O00572,2025-11-07 23:10:00,search_route,S94354,ios,east,424,1,0,1
AE00564,C0620,O00745,2025-06-29 18:33:00,track_order,S88208,android,south,854,1,0,1
AE00565,C0260,O00177,2024-09-19 23:02:00,track_order,S51574,web,south,351,1,0,1
AE00566,C0538,O00071,2024-12-15 09:29:00,chat_opened,S13907,ios,airport,709,1,0,1
AE00567,C0403,,2025-12-06 13:13:00,delivery_instruction_update,S74491,android,riverside,838,1,0,1
AE00568,C0033,O00103,2025-07-16 05:21:00,search_route,S88268,ios,airport,691,1,0,1
AE00569,C0029,O00438,2025-05-20 00:59:00,cancel_attempt,S35398,android,west,831,1,0,1
AE00570,C0133,O01194,2024-05-21 17:50:00,delivery_instruction_update,S69203,ios,riverside,387,1,0,1
AE00571,C0568,O00328,2025-01-08 15:50:00,chat_escalated,S30102,web,south,661,1,0,1
AE00572,C0074,,2025-10-03 05:16:00,track_order,S12786,android,east,67,1,0,0
AE00573,C0291,O00865,2024-04-17 04:45:00,chat_opened,S32689,android,central,256,1,0,0
AE00574,C0591,O01219,2025-08-20 22:54:00,track_order,S22064,android,airport,517,1,0,1
AE00575,C0509,O00011,2024-12-26 18:38:00,track_order,S44128,ios,airport,456,1,0,1
